block_id	avi_rank	avi_top1_fraction	avi_mean	eqtl_variant_count	eqtl_variants_per_kb
chr2_98377951_98666196	5560	0.021005279	5.163361	473	1.641
chr9_3921435_3958355	5561	0.021000361	7.165078	9	0.2438
chr16_55291932_55349333	5562	0.020998473	5.0731306	154	2.6829
chr16_4225175_4311609	5563	0.020987112	4.8836061	201	2.3255
chr2_168847150_168895680	5564	0.020983584	5.5069959	158	3.2557
chr14_74265416_74339778	5565	0.020978457	4.6690729	332	4.4646
chr7_75472441_75571931	5566	0.020976983	4.3534588	280	2.8144
chr14_65003549_65053528	5567	0.020975476	5.6798084	100	2.0008
chr5_151310932_151346705	5568	0.020974851	4.7274411	143	3.9974
chr2_132772220_132830705	5569	0.020974039	5.9465835	34	0.5813
chr5_150577594_150611686	5570	0.020972662	5.3945217	70	2.0533
chr8_141517040_141529616	5571	0.020965861	3.7985019	20	1.5903
chr1_10023878_10175888	5572	0.020965726	4.8933848	320	2.1051
chr2_28977572_29029553	5573	0.020962788	5.1275111	232	4.4632
chr11_121008207_121113730	5574	0.020962255	5.5279306	123	1.1656
chr7_103588103_103731918	5575	0.020959798	5.8699744	254	1.7662
chr2_169722191_169790872	5576	0.020947084	5.4116281	356	5.1834
chr3_15549576_15652581	5577	0.020943967	5.297734	333	3.2329
chr14_93770583_93790701	5578	0.020943102	5.0814129	9	0.4474
chr10_15078039_15106548	5579	0.020940756	4.8903554	143	5.016
chr8_23837494_23931081	5580	0.020939518	5.232216	6	0.0641
chr6_3226739_3296856	5581	0.020936435	5.1209824	394	5.6192
chr20_51584945_51606218	5582	0.020934205	4.9047701	37	1.7393
chr2_199297647_199442291	5583	0.020934156	5.9645113	125	0.8642
chr4_53348361_53515462	5584	0.020933447	5.4446019	373	2.2322
chr6_37353271_37400586	5585	0.020930642	5.9524463	63	1.3315
chr12_121910840_122044510	5586	0.020924665	5.1029141	427	3.1944
chr18_685158_712037	5587	0.020920917	5.5294827	142	5.2829
chr3_9609766_9709524	5588	0.020920628	4.9771888	63	0.6315
chr13_112040582_112103079	5589	0.020918337	4.4552594	7	0.112
chr1_235160983_235369859	5590	0.020916716	5.3584822	673	3.222
chr3_169584716_169636622	5591	0.020916015	6.9048834	24	0.4624
chr9_132367431_132426002	5592	0.020909096	4.4224563	97	1.6561
chr1_154572764_154680517	5593	0.020908931	4.6560659	248	2.3016
chr1_180927794_180970832	5594	0.020904007	5.5650947	80	1.8588
chr7_132497915_132543980	5595	0.020898006	5.1280076	9	0.1954
chr2_69296706_69520627	5596	0.020897251	5.7899632	442	1.9739
chr3_182216886_182257245	5597	0.020895794	5.5692965	34	0.8424
chr17_8773897_8803648	5598	0.020895656	4.8209129	110	3.6974
chr11_107622098_107653859	5599	0.020895648	5.6053232	32	1.0075
chr4_169725817_169759569	5600	0.020887651	4.6686741	53	1.5703
chr17_77309872_77324316	5601	0.020885258	5.6569913	16	1.1077
chr2_239120200_239140039	5602	0.020884789	3.6478205	20	1.0081
chr7_100971105_101049399	5603	0.020882826	4.7048132	211	2.695
chr5_102969361_103292439	5604	0.020881438	5.3405528	804	2.4886
chr11_1393475_1449924	5605	0.020880205	3.6932951	221	3.915
chr11_8322511_8336341	5606	0.020872499	5.5488728	55	3.9769
chr22_39600259_39648397	5607	0.020870553	5.0175325	86	1.7865
chr16_81057652_81096393	5608	0.020865061	5.6234061	271	6.9952
chr20_50494719_50594774	5609	0.020861859	5.7287064	170	1.6991
chr1_243337095_243450446	5610	0.020858513	5.810637	127	1.1204
chr16_14772474_14888723	5611	0.02085466	4.1100895	102	0.8774
chr5_62251036_62432185	5612	0.02085392	5.7844392	379	2.0922
chr10_86415449_86566256	5613	0.020852259	4.9947081	322	2.1352
chr9_109920674_109975860	5614	0.020850699	5.8291662	8	0.145
chr12_32609308_32650603	5615	0.020849982	5.1750998	123	2.9786
chr4_37797817_37855440	5616	0.020848157	4.8360877	291	5.0501
chr12_69219560_69329786	5617	0.020848076	5.4344152	285	2.5856
chr3_169476456_169584716	5618	0.020847959	6.4685546	183	1.6904
chr21_16297248_16319457	5619	0.020847404	5.1621542	3	0.1351
chr2_127643516_127650297	5620	0.02084255	6.7222098	31	4.5716
chr21_14869547_14883639	5621	0.020839247	6.2851388	5	0.3548
chr10_95981314_96208392	5622	0.020838655	5.6120248	479	2.1094
chr10_6086411_6145152	5623	0.020837235	5.2570345	129	2.1961
chr1_34174661_34211879	5624	0.020832214	5.0636168	19	0.5105
chr12_5494466_5519752	5625	0.02082839	5.1895004	7	0.2768
chr15_64936852_65027596	5626	0.020827823	5.1747444	317	3.4933
chr2_48697737_48726210	5627	0.020826748	6.0562669	120	4.2145
chr17_57409379_57445089	5628	0.020825166	6.4138672	29	0.8121
chr12_1797737_1828345	5629	0.020822443	5.3449031	61	1.9929
chr16_84458591_84478972	5630	0.020820045	4.0578472	139	6.8201
chr1_206831976_206868688	5631	0.020819714	5.2782003	54	1.4709
chr15_58542542_58573957	5632	0.020818081	5.6563781	66	2.1009
chr8_66456949_66512352	5633	0.020817164	6.2978662	163	2.9421
chr15_88614369_88647131	5634	0.0208168	5.0812928	150	4.5785
chr8_13129297_13139035	5635	0.020811939	6.0684102	37	3.7995
chr11_18465878_18583296	5636	0.020811687	5.7861091	328	2.7934
chr20_31848863_31929700	5637	0.020811427	5.3984078	179	2.2143
chr1_16220471_16407941	5638	0.020810441	5.3384138	580	3.0938
chr8_133015343_133039722	5639	0.02081026	4.7680258	42	1.7228
chr1_202233394_202324251	5640	0.020809257	5.0925744	127	1.3978
chr1_99649476_99729406	5641	0.020805705	5.5773783	146	1.8266
chr2_85290467_85304456	5642	0.020802059	4.4420134	55	3.9317
chr1_93429926_93556850	5643	0.020799849	6.2823146	165	1.3
chr8_93688173_93903183	5644	0.020799033	5.5252829	305	1.4185
chr17_66785651_66804434	5645	0.020798949	4.5324036	3	0.1597
chr22_49956702_50029536	5646	0.020798871	4.3217051	211	2.897
chr11_19110832_19184433	5647	0.02079229	5.8047678	131	1.7799
chr3_71654824_71694655	5648	0.020787829	6.3286848	21	0.5272
chr5_36036617_36154409	5649	0.020785226	5.3053019	250	2.1224
chr4_95106080_95145465	5650	0.020777792	4.7656873	54	1.3711
chr13_75264198_75304594	5651	0.020777635	4.9791338	78	1.9309
chr5_77203518_77216593	5652	0.020777565	6.5461532	19	1.4532
chr11_114088718_114142446	5653	0.020777497	6.2199053	24	0.4467
chr5_169694664_169772319	5654	0.020775653	5.5473047	66	0.8499
chr11_4094251_4192623	5655	0.020774882	5.1931895	365	3.7104
chr10_13271949_13296709	5656	0.020772752	4.3759833	84	3.3926
chr11_43307064_43532377	5657	0.020769626	5.1608804	351	1.5578
chr10_87707753_87824919	5658	0.02076541	5.4409773	236	2.0142
chr4_88109220_88143429	5659	0.020764516	5.1343849	72	2.1047
chr11_77128072_77153629	5660	0.020764044	5.3916247	35	1.3695
chr5_168380183_168409288	5661	0.020763901	4.7744339	13	0.4467
chr17_1594884_1626977	5662	0.020762575	5.4641589	70	2.1812
chr15_42040284_42104312	5663	0.02076175	5.3317492	284	4.4356
chr17_48971342_49088636	5664	0.020756958	5.3435112	181	1.5431
chr5_172917996_172955899	5665	0.020754734	5.5216286	30	0.7915
chr1_118866969_118904087	5666	0.020753633	5.3708835	49	1.3201
chr9_126552098_126651019	5667	0.020750565	4.9873698	170	1.7185
chr11_108495722_108569526	5668	0.020744133	5.7095638	136	1.8427
chr4_11368671_11410373	5669	0.02074241	4.2899739	47	1.127
chr9_14791717_14806277	5670	0.020741758	4.7126497	44	3.022
chr3_141035474_141072005	5671	0.020740376	5.0858153	18	0.4927
chr2_178832100_178911765	5672	0.020732651	5.7117248	191	2.3975
chr6_106621398_106690055	5673	0.020731074	5.3569932	214	3.1169
chr2_230161358_230179337	5674	0.020727886	4.8749886	111	6.1739
chr19_16143787_16263761	5675	0.020726713	4.7067427	362	3.0173
chr3_9857301_9884739	5676	0.020725514	5.1415642	77	2.8063
chr2_55485810_55717222	5677	0.02072206	5.4380177	810	3.5003
chr1_54707218_54748336	5678	0.020720852	5.2345068	218	5.3018
chr7_50325708_50474477	5679	0.020716682	4.0883229	302	2.03
chr17_59347284_59412418	5680	0.020716267	6.3811032	154	2.3644
chr3_71381766_71428557	5681	0.020716235	6.4470075	0	0.0
chr1_91673541_91715346	5682	0.020715225	6.6631019	28	0.6698
chr3_150651364_150681023	5683	0.020713218	4.8935705	51	1.7195
chr17_57066112_57110789	5684	0.020711626	5.9811332	126	2.8202
chr20_43568185_43733266	5685	0.020709026	4.6793518	421	2.5503
chr11_44595955_44618927	5686	0.020706367	5.3255461	51	2.2201
chr5_122414182_122500050	5687	0.0207062	5.4171735	146	1.7003
chr5_137907104_138109026	5688	0.020704364	5.5444788	402	1.9909
chr8_17113748_17131523	5689	0.020703235	4.9719286	31	1.744
chr7_28798690_28853258	5690	0.020701999	6.2382023	25	0.4581
chr4_4379702_4397981	5691	0.020697704	5.0255733	63	3.4466
chr5_175850695_175892732	5692	0.020696053	5.8038173	47	1.1181
chr3_187066128_187075454	5693	0.020694832	5.10249	13	1.394
chr7_105989237_106014690	5694	0.020691732	5.9245654	3	0.1179
chr3_195835550_195868079	5695	0.020689231	4.9171432	109	3.3509
chr1_203793178_203985126	5696	0.020687895	4.8701216	461	2.4017
chr2_86848118_87089894	5697	0.020687193	4.433694	238	0.9844
chr6_20367030_20414822	5698	0.020686865	5.5192045	0	0.0
chr9_36807415_36821034	5699	0.02068189	5.2960129	12	0.8811
chr12_48619133_48759242	5700	0.020681517	5.0612183	418	2.9834
chr18_3246482_3308940	5701	0.020680564	5.4176872	234	3.7465
chr3_56491327_56750820	5702	0.020678785	5.1191002	940	3.6224
chr2_212972582_213064362	5703	0.020676255	5.836032	154	1.6779
chr18_3136130_3215160	5704	0.020675693	5.4522979	101	1.278
chr15_45254404_45430441	5705	0.020673684	5.4482789	551	3.13
chr9_34399004_34426126	5706	0.020672025	6.3661339	80	2.9496
chr1_204930650_204961949	5707	0.020671587	4.8040493	121	3.8659
chr2_195617968_196173006	5708	0.020668855	5.0402748	1208	2.1764
chr1_11430687_11526939	5709	0.020667969	4.5216901	140	1.4545
chr3_189838907_189930240	5710	0.020667959	5.0452573	69	0.7555
chr17_57353178_57409379	5711	0.020663927	6.4415564	30	0.5338
chr8_16973775_17019963	5712	0.020661932	5.015049	158	3.4208
chr5_5208103_5246338	5713	0.020661697	4.1317914	86	2.2492
chr2_42110365_42143165	5714	0.020660569	6.6878636	120	3.6585
chr1_207079686_207095515	5715	0.020658285	5.679578	25	1.5794
chr10_112755873_112791878	5716	0.020654539	6.4350362	2	0.0555
chr7_132218685_132253061	5717	0.020653945	5.3814638	27	0.7854
chr9_109346174_109430339	5718	0.020653874	5.1355638	57	0.6772
chr5_1414953_1443036	5719	0.020653064	3.2451598	69	2.457
chr3_194209580_194221007	5720	0.02065284	4.7556558	3	0.2625
chr7_43478056_43520463	5721	0.020649107	5.2257834	88	2.0751
chr19_56388718_56467156	5722	0.020649005	3.9617918	185	2.3586
chr4_36137631_36234943	5723	0.020648361	5.0557953	90	0.9249
chr9_134126856_134178665	5724	0.020646348	4.2534726	253	4.8833
chr1_203200263_203229121	5725	0.020641301	4.5431531	65	2.2524
chr6_112162467_112203065	5726	0.0206332	5.7422519	119	2.9312
chr17_38907908_38917279	5727	0.020631025	5.2597472	42	4.4819
chr12_30569641_30794438	5728	0.020627499	5.142906	598	2.6602
chr4_112408189_112430365	5729	0.020622896	4.6999598	60	2.7056
chr3_71428557_71586660	5730	0.020615253	6.4906404	0	0.0
chr14_103352990_103549729	5731	0.020614452	4.9107221	548	2.7854
chr6_132758855_132833787	5732	0.020614246	4.7340689	291	3.8835
chr15_57689781_57738470	5733	0.020613828	5.7133171	102	2.0949
chr13_75335060_75355001	5734	0.020610802	5.1838164	49	2.4572
chr11_19942096_19959644	5735	0.020610136	5.1825903	5	0.2849
chr12_108896292_108932525	5736	0.020607365	4.7715646	99	2.7323
chr10_119144871_119211031	5737	0.020601572	5.2813951	224	3.3857
chr6_47643668_47741331	5738	0.020601456	4.8567113	456	4.6691
chr11_128712662_128765784	5739	0.020600379	5.7923005	0	0.0
chr2_10884232_10935379	5740	0.020594235	4.2902533	36	0.7039
chr9_114215337_114243344	5741	0.020590091	5.51473	53	1.8924
chr9_114243344_114256887	5742	0.020576436	5.0123216	10	0.7384
chr4_154442776_154492878	5743	0.020571368	4.9063666	124	2.475
chr19_55032727_55064682	5744	0.020570594	4.1601559	204	6.384
chr4_6905325_7078882	5745	0.020563849	4.8171368	534	3.0768
chr2_69764696_69946497	5746	0.020562777	6.1589046	435	2.3927
chr9_104088506_104212731	5747	0.020556785	4.4378936	476	3.8318
chr2_173253884_173277966	5748	0.020554771	5.6251545	25	1.0381
chr19_40464295_40493486	5749	0.02055428	4.4826791	46	1.5758
chr2_60948938_60996531	5750	0.02054924	6.3727505	94	1.9751
chr6_37015171_37059456	5751	0.020548719	4.8927146	120	2.7097
chr4_6686052_6722503	5752	0.020548133	4.6289723	109	2.9903
chr10_76978923_77006502	5753	0.020547035	6.8265472	6	0.2176
chr17_69486212_69532472	5754	0.020543306	5.0395276	105	2.2698
chr17_34816675_35105752	5755	0.020542393	5.5365383	409	1.4148
chr5_148092248_148161457	5756	0.020541644	4.5379056	330	4.7682
chr12_80266015_80297092	5757	0.020540378	4.9328825	35	1.1262
chr19_16745179_16796588	5758	0.020534666	3.8800902	64	1.2449
chr17_11874923_11924684	5759	0.020531474	4.3983404	37	0.7436
chr14_103282507_103352990	5760	0.020529773	4.3837122	263	3.7314
chr7_74060363_74169896	5761	0.020526538	4.5930318	228	2.0816
chr10_118284490_118345907	5762	0.020526347	5.8125827	26	0.4233
chr5_147563377_147689221	5763	0.020517466	4.9984813	321	2.5508
chr2_112160892_112480953	5764	0.020515881	4.8711081	524	1.6372
chr13_25228130_25382791	5765	0.020511527	5.1926002	247	1.597
chr2_137638869_137668788	5766	0.020510935	4.3292569	7	0.234
chr1_234366247_234425844	5767	0.020509981	4.3533257	171	2.8693
chr1_246868771_246976726	5768	0.020508545	4.5128713	290	2.6863
chr3_123190168_123331091	5769	0.020507653	5.5134075	357	2.5333
chr4_112455896_112681646	5770	0.02050646	4.6604214	512	2.268
chr10_132730743_132794741	5771	0.020505849	3.9970853	165	2.5782
chr7_12601022_12651316	5772	0.020499463	5.0617706	96	1.9088
chr9_81558571_81588282	5773	0.020497459	5.4700769	10	0.3366
chr12_16544207_16586653	5774	0.020496631	6.2685851	14	0.3298
chr11_10289790_10350067	5775	0.020494274	6.9028955	169	2.8037
chr7_105673879_105701161	5776	0.0204897	6.1723523	31	1.1363
chr14_59428238_59567174	5777	0.020484252	5.2836389	577	4.153
chr4_39793729_39980328	5778	0.020480639	4.9914097	403	2.1597
chr17_2943588_2967611	5779	0.020480373	5.5905353	74	3.0804
chr20_16379005_16414152	5780	0.020475906	5.2959174	36	1.0243
chr14_61639892_61755300	5781	0.020472295	6.027538	205	1.7763
chr6_89037920_89205924	5782	0.020471735	5.1964278	559	3.3273
chr22_17414153_17420471	5783	0.020470613	5.7274552	5	0.7914
chr16_71962168_71996681	5784	0.020465718	4.4774963	193	5.5921
chr14_61434608_61474716	5785	0.020461421	5.5001978	43	1.0721
chr11_120955422_121008207	5786	0.020460358	5.1640433	70	1.3261
chr10_99369288_99388566	5787	0.020455096	5.8496717	41	2.1268
chr12_107637932_107665831	5788	0.020454736	4.9673964	75	2.6883
chr12_111225394_111333959	5789	0.02045472	4.5451818	225	2.0725
chr12_89430404_89547597	5790	0.02045344	5.5685045	339	2.8927
chr5_65183701_65309926	5791	0.020450254	6.3741532	218	1.7271
chr16_13895264_13983651	5792	0.020447954	4.8882915	204	2.308
chr6_17595119_17755732	5793	0.020446664	5.035901	343	2.1356
chr11_26679625_26734860	5794	0.020445973	4.5411251	7	0.1267
chr6_53040794_53109840	5795	0.020445307	5.534404	54	0.7821
chr3_185900635_185971389	5796	0.020441718	4.8937879	91	1.2861
chr15_67143477_67176377	5797	0.020435664	5.4313545	103	3.1307
chr11_95160268_95230097	5798	0.020435636	6.0620359	65	0.9308
chr6_167330241_167350176	5799	0.020433074	4.8823635	44	2.2072
chr18_76793900_76992024	5800	0.020429966	4.377693	492	2.4833
chr5_148298778_148478585	5801	0.020425604	4.9158024	317	1.763
chr4_176192805_176208751	5802	0.020423095	4.2597987	26	1.6305
chr5_171422517_171448093	5803	0.020422792	5.1495998	0	0.0
chr12_131699769_131809324	5804	0.02042201	4.1519135	239	2.1816
chr20_58678219_58744114	5805	0.020416319	4.5407514	206	3.1262
chr4_42395370_42550320	5806	0.020415188	5.6357968	401	2.5879
chr19_31950531_31972672	5807	0.020414615	4.8548356	16	0.7226
chr11_2915092_3085924	5808	0.020413818	4.4621972	605	3.5415
chr1_107302693_107332494	5809	0.020413185	5.2537119	8	0.2684
chrX_13690461_13844362	5810	0.02041139	5.1119881	179	1.1631
chr1_145997002_146052270	5811	0.020403609	4.917463	100	1.8094
chr3_10371917_10434057	5812	0.020400172	4.8553767	137	2.2047
chr22_21868030_22004012	5813	0.020399759	4.447789	390	2.868
chr11_111244069_111306735	5814	0.020399153	5.076532	162	2.5851
chr4_88389880_88531888	5815	0.020397912	5.2536178	64	0.4507
chr1_30904022_31103173	5816	0.02039491	5.3542204	321	1.6118
chr21_41755780_41779463	5817	0.020394376	4.4678241	73	3.0824
chr3_54955064_54974841	5818	0.02039406	6.5427421	13	0.6573
chr3_151066386_151226746	5819	0.020393698	4.8712857	87	0.5425
chr14_76490789_76513509	5820	0.020393192	4.5593213	14	0.6162
chr9_125390965_125711498	5821	0.020393116	6.3994301	471	1.4694
chr7_86785396_86979470	5822	0.020390847	5.1464507	135	0.6956
chr12_76739384_76869433	5823	0.020387187	5.6845419	421	3.2372
chr12_109022306_109091360	5824	0.020385013	4.8195947	105	1.5205
chr3_123705432_123799541	5825	0.020384164	5.9281822	63	0.6694
chr21_36003345_36087866	5826	0.020381523	5.0626483	282	3.3364
chr3_68967419_69003995	5827	0.020377661	4.7001421	126	3.4449
chr1_111042526_111198073	5828	0.020377549	5.5582629	410	2.6359
chr7_41991508_42056237	5829	0.020377265	5.3239607	80	1.2359
chr15_58979336_59155382	5830	0.020373463	5.2411637	307	1.7439
chr14_90195533_90342710	5831	0.020372295	4.4680168	383	2.6023
chr13_51971359_52160016	5832	0.020370302	5.2094451	475	2.5178
chr6_116522916_116759894	5833	0.020368979	5.2355697	643	2.7133
chr15_67382373_67628937	5834	0.020367937	6.4100058	460	1.8656
chr12_12661884_12720020	5835	0.020366038	6.3356004	108	1.8577
chr11_85931401_86069540	5836	0.02036596	5.917911	407	2.9463
chr20_50173208_50268041	5837	0.02036211	4.7863965	194	2.0457
chr22_42340130_42375220	5838	0.020357177	5.6028872	106	3.0208
chr1_54277735_54289935	5839	0.020355191	6.6281309	1	0.082
chr9_123524416_123633502	5840	0.020353971	6.4626085	128	1.1734
chr11_122978266_123007387	5841	0.020351865	4.5933857	35	1.2019
chr14_64879095_64963610	5842	0.020351417	6.0361253	399	4.7211
chr9_16527131_16629026	5843	0.020351015	6.6455139	86	0.844
chr7_13740687_13755314	5844	0.020350493	5.1622705	0	0.0
chr21_43949553_43994238	5845	0.020349856	4.2785598	124	2.775
chr5_24461541_24498561	5846	0.020349361	3.9118956	10	0.2701
chr3_88048345_88225480	5847	0.020347946	5.6787432	413	2.3316
chr17_9060400_9074801	5848	0.020345809	5.5232126	55	3.8192
chr19_6200808_6278686	5849	0.020343786	5.0549333	123	1.5794
chr16_23035115_23189642	5850	0.020339488	5.115861	350	2.265
chr11_12510616_12533086	5851	0.020338229	5.6266063	4	0.178
chr8_123057314_123157314	5852	0.020336667	5.0432709	222	2.22
chr2_50602432_50656162	5853	0.020336249	5.0820377	0	0.0
chr4_56878267_56957291	5854	0.020327158	4.9238073	264	3.3408
chr4_40052471_40171313	5855	0.020326708	5.5397664	270	2.2719
chr15_74857892_74952863	5856	0.020325503	5.1729982	193	2.0322
chr6_143404498_143516305	5857	0.020323713	5.3617418	313	2.7995
chr9_76132870_76171240	5858	0.020319694	5.8495496	1	0.0261
chr1_211924406_212117200	5859	0.020315293	5.6112674	654	3.3922
chr7_30748085_30768417	5860	0.020312807	5.6227326	78	3.8363
chr7_150846050_150901571	5861	0.020310633	4.1532946	257	4.6289
chr1_33225097_33292605	5862	0.020308704	5.5619153	114	1.6887
chr18_79406949_79472204	5863	0.020304957	3.9814445	97	1.4865
chr2_46524406_46592676	5864	0.020301743	6.39366	167	2.4462
chr8_104414466_104450919	5865	0.020300112	5.1008158	54	1.4814
chr1_7677591_7739126	5866	0.020297392	4.7005293	169	2.7464
chr8_60898493_60970192	5867	0.02029317	5.8839831	46	0.6416
chr20_46555751_46579309	5868	0.020290347	4.9363511	86	3.6506
chr6_5974497_6006583	5869	0.020289223	5.2696479	84	2.618
chr14_20672842_20703249	5870	0.020280418	5.4870714	101	3.3216
chr10_99388566_99453496	5871	0.020278248	5.8665974	97	1.4939
chr9_36863863_36885367	5872	0.020275298	4.8923163	31	1.4416
chr6_158075824_158203041	5873	0.020275068	4.7918857	382	3.0027
chr2_17587811_17821192	5874	0.02027443	5.1345678	662	2.8366
chr15_90163003_90224628	5875	0.020273158	5.1270531	225	3.6511
chr2_127200465_127437668	5876	0.020270963	5.1242843	597	2.5168
chr1_54289935_54304751	5877	0.020270878	6.0937279	3	0.2025
chr15_74039667_74167701	5878	0.020270657	5.1020515	91	0.7107
chr5_135442657_135495444	5879	0.020270142	5.2540638	140	2.6522
chr1_21958002_22019911	5880	0.020266305	4.7025272	388	6.2673
chr8_121611860_121698598	5881	0.02026409	4.4842388	249	2.8707
chr8_20147829_20187541	5882	0.020262557	4.6055258	74	1.8634
chr16_73297623_73329415	5883	0.020256668	6.1499919	18	0.5662
chr15_36564713_36619397	5884	0.020255773	6.8491001	126	2.3041
