block_id	chrom	observed_top1	observed_total	avi_top1_count	unconditional_ratio	conditional_ratio	eqtl_variant_count	eqtl_variants_per_kb
chr3_63600614_63630443	chr3	5	900	963	0.00519211	0.516251	35	1.1734
chr3_63630443_63683665	chr3	5	1520	800	0.00625	0.656521	73	1.3716
chr3_63683665_63789919	chr3	3	3047	361	0.00831025	0.869377	212	1.9952
chr3_63789919_64011824	chr3	54	5600	11402	0.00473601	0.563006	320	1.4421
chr3_64011824_64080723	chr3	10	1903	2676	0.00373692	0.405891	137	1.9884
chr3_64080723_64112718	chr3	11	918	2283	0.00481822	0.503788	76	2.3754
chr3_64112718_64133522	chr3	0	636	60	0	0	88	4.23
chr3_64133522_64150752	chr3	10	487	1554	0.00643501	0.683009	13	0.7545
chr3_64150752_64199280	chr3	12	1448	2772	0.004329	0.435244	103	2.1225
chr3_64199280_64267127	chr3	13	1941	1802	0.00721421	0.75651	98	1.4444
chr3_64267127_64293254	chr3	2	761	412	0.00485437	0.499987	7	0.2679
chr3_64293254_64365123	chr3	7	2115	1117	0.00626679	0.638848	35	0.487
chr3_64365123_64389658	chr3	6	741	290	0.0206897	2.05514	9	0.3668
chr3_64389658_64410132	chr3	0	611	263	0	0	10	0.4884
chr3_64410132_64460976	chr3	4	1544	1075	0.00372093	0.367591	100	1.9668
chr3_64460976_64487722	chr3	2	947	286	0.00699301	0.592508	32	1.1964
chr3_64487722_64493461	chr3	1	193	42	0.0238095	2.12398	1	0.1742
chr3_64493461_64555021	chr3	18	1933	2658	0.00677201	0.647002	38	0.6173
chr3_64555021_64642878	chr3	44	2733	6417	0.00685679	0.66127	176	2.0033
chr3_64642878_64656022	chr3	8	405	2004	0.00399202	0.388675	6	0.4565
chr3_64656022_64679093	chr3	4	692	558	0.00716846	0.716981	47	2.0372
chr3_64679093_64704707	chr3	9	649	1692	0.00531915	0.629791	6	0.2342
chr3_64704707_64845560	chr3	10	4243	901	0.0110988	1.10532	174	1.2353
chr3_64845560_64876049	chr3	7	874	505	0.0138614	1.45064	19	0.6232
chr3_64876049_64907429	chr3	0	897	224	0	0	4	0.1275
chr3_64907429_64948721	chr3	5	1395	709	0.00705219	0.626234	114	2.7608
chr3_64948721_64963283	chr3	3	481	214	0.0140187	1.27322	9	0.618
chr3_64963283_65061928	chr3	12	3417	903	0.013289	1.15092	215	2.1795
chr3_65061928_65106883	chr3	1	1486	207	0.00483092	0.43844	11	0.2447
chr3_65106883_65167473	chr3	0	2069	247	0	0	39	0.6437
chr3_65167473_65287566	chr3	5	3855	753	0.00664011	0.620568	42	0.3497
chr3_65287566_65341739	chr3	2	1684	121	0.0165289	1.59517	3	0.0554
chr3_65341739_65416082	chr3	46	2078	7676	0.0059927	0.643189	10	0.1345
chr3_65416082_65428418	chr3	0	428	22	0	0	1	0.0811
chr3_65428418_65545158	chr3	31	3332	4472	0.00693202	0.728611	155	1.3277
chr3_65545158_65596462	chr3	1	1519	381	0.00262467	0.265944	90	1.7542
chr3_65596462_65639054	chr3	9	1285	1335	0.00674157	0.670359	28	0.6574
chr3_65639054_65701496	chr3	3	1867	373	0.0080429	0.806986	3	0.048
chr3_65701496_65736571	chr3	1	1074	183	0.00546448	0.535382	10	0.2851
chr3_65736571_65752918	chr3	1	539	153	0.00653595	0.594674	5	0.3059
chr3_65752918_65811865	chr3	3	1916	253	0.0118577	1.09443	12	0.2036
chr3_65811865_65846527	chr3	2	1193	73	0.0273973	2.38804	7	0.202
chr3_65846527_65861250	chr3	3	489	74	0.0405405	3.66183	6	0.4075
chr3_65861250_65897418	chr3	3	1196	209	0.0143541	1.30224	58	1.6036
chr3_65897418_65916195	chr3	1	527	264	0.00378788	0.404886	4	0.213
chr3_65916195_65979039	chr3	6	1845	669	0.00896861	0.916461	66	1.0502
chr3_65979039_66039668	chr3	13	1865	1378	0.00943396	0.920062	42	0.6927
chr3_66039668_66200768	chr3	7	4897	698	0.0100287	0.989746	370	2.2967
chr3_66200768_66325709	chr3	6	4060	1679	0.00357356	0.329914	425	3.4016
chr3_66325709_66414835	chr3	74	3018	6799	0.010884	0.964258	245	2.7489
chr3_66414835_66458931	chr3	17	1480	2018	0.00842418	0.752985	121	2.744
chr3_66458931_66530127	chr3	16	2024	3123	0.00512328	0.540648	30	0.4214
chr3_66530127_66587221	chr3	4	1649	484	0.00826446	0.858432	0	0.0
chr3_66587221_66609699	chr3	8	672	730	0.0109589	1.09971	2	0.089
chr3_66609699_66649662	chr3	5	1208	624	0.00801282	0.795239	19	0.4754
chr3_66649662_66692733	chr3	4	1319	512	0.0078125	0.765335	2	0.0464
chr3_66692733_66714771	chr3	0	636	210	0	0	0	0.0
chr3_66714771_66746608	chr3	1	981	431	0.00232019	0.225895	8	0.2513
chr3_66746608_66778227	chr3	2	1009	302	0.00662252	0.622589	31	0.9804
chr3_66778227_66803184	chr3	1	763	158	0.00632911	0.621058	52	2.0836
chr3_66803184_66855351	chr3	4	1735	414	0.00966184	0.87152	121	2.3195
chr3_66855351_67027537	chr3	27	4999	5000	0.0054	0.557994	92	0.5343
chr3_67027537_67113457	chr3	1	2576	240	0.00416667	0.416925	95	1.1057
chr3_67113457_67248977	chr3	2	4091	238	0.00840336	0.835119	17	0.1254
chr3_67248977_67286528	chr3	1	1154	46	0.0217391	2.12216	29	0.7723
chr3_67286528_67380195	chr3	5	2804	537	0.00931099	0.933094	336	3.5872
chr3_67380195_67406549	chr3	4	880	340	0.0117647	1.05698	86	3.2633
chr3_67406549_67503769	chr3	5	2786	988	0.00506073	0.529796	235	2.4172
chr3_67503769_67643046	chr3	23	4161	2147	0.0107126	1.07572	249	1.7878
chr3_67643046_67704833	chr3	3	1797	293	0.0102389	1.05615	95	1.5375
chr3_67704833_67783325	chr3	2	2171	134	0.0149254	1.61887	35	0.4459
chr3_67783325_67851107	chr3	0	1943	189	0	0	27	0.3983
chr3_67851107_67987339	chr3	7	3787	781	0.00896287	0.96728	283	2.0773
chr3_67987339_68196327	chr3	14	6012	1640	0.00853659	0.890241	147	0.7034
chr3_68196327_68238802	chr3	0	1132	54	0	0	18	0.4238
chr3_68238802_68272215	chr3	0	960	22	0	0	6	0.1796
chr3_68272215_68287328	chr3	0	497	11	0	0	8	0.5293
chr3_68287328_68372625	chr3	0	2638	130	0	0	171	2.0048
chr3_68372625_68408730	chr3	1	1164	47	0.0212766	1.97987	39	1.0802
chr3_68408730_68540513	chr3	3	3859	826	0.00363196	0.372089	212	1.6087
chr3_68540513_68673863	chr3	1	3610	250	0.004	0.443269	65	0.4874
chr3_68673863_68861652	chr3	5	5737	950	0.00526316	0.516836	419	2.2312
chr3_68861652_68967419	chr3	5	3106	998	0.00501002	0.511811	175	1.6546
chr3_68967419_69003995	chr3	7	1171	2236	0.00313059	0.29335	126	3.4449
chr3_69003995_69199670	chr3	134	5441	20170	0.00664353	0.716765	438	2.2384
chr3_69199670_69232186	chr3	10	1036	1533	0.00652316	0.614209	85	2.6141
chr3_69232186_69298391	chr3	16	1922	1535	0.0104235	1.07714	102	1.5407
chr3_69298391_69381301	chr3	12	2395	1881	0.00637959	0.662545	86	1.0373
chr3_69381301_69462873	chr3	8	2243	1232	0.00649351	0.708455	55	0.6743
chr3_69462873_69492648	chr3	0	875	174	0	0	117	3.9295
chr3_69492648_69554726	chr3	2	1775	681	0.00293686	0.308137	169	2.7224
chr3_69554726_69592782	chr3	3	1061	132	0.0227273	2.44555	86	2.2598
chr3_69592782_69685209	chr3	0	2801	234	0	0	145	1.5688
chr3_69685209_69741006	chr3	4	1741	735	0.00544218	0.523246	15	0.2688
chr3_69741006_69838505	chr3	13	2512	2767	0.00469823	0.547061	193	1.9795
chr3_69838505_69961779	chr3	24	2985	4988	0.00481155	0.596119	91	0.7382
chr3_69961779_70084143	chr3	21	3171	3782	0.00555262	0.642801	194	1.5854
chr3_70084143_70180610	chr3	8	2526	1426	0.0056101	0.642743	176	1.8245
chr3_70180610_70249622	chr3	12	1741	2579	0.00465297	0.553321	60	0.8694
chr3_70249622_70273893	chr3	0	697	233	0	0	1	0.0412
chr3_70273893_70357824	chr3	6	2209	474	0.0126582	1.44285	1	0.0119
chr3_70357824_70398296	chr3	0	971	529	0	0	1	0.0247
chr3_70398296_70550167	chr3	22	4201	2693	0.00816933	0.885992	6	0.0395
chr3_70550167_70701930	chr3	13	4385	1602	0.00811486	0.842555	5	0.0329
chr3_70701930_70841361	chr3	31	3676	4322	0.00717261	0.816173	2	0.0143
chr3_70841361_70966493	chr3	31	3500	4303	0.00720428	0.772702	13	0.1039
chr3_70966493_71077262	chr3	96	2825	16669	0.00575919	0.677459	16	0.1444
chr3_71077262_71111613	chr3	16	812	2779	0.00575747	0.730695	2	0.0582
chr3_71111613_71150814	chr3	27	1038	3504	0.00770548	0.873013	1	0.0255
chr3_71150814_71168218	chr3	9	471	949	0.00948367	1.0513	0	0.0
chr3_71168218_71205042	chr3	16	984	3073	0.00520664	0.58454	1	0.0272
chr3_71205042_71273779	chr3	33	1799	5744	0.00574513	0.658537	24	0.3492
chr3_71273779_71302960	chr3	1	847	457	0.00218818	0.226163	49	1.6792
chr3_71302960_71358939	chr3	17	1537	3107	0.00547152	0.597833	8	0.1429
chr3_71358939_71381766	chr3	1	643	537	0.0018622	0.198328	0	0.0
chr3_71381766_71428557	chr3	11	1357	2908	0.00378267	0.391293	0	0.0
chr3_71428557_71586660	chr3	58	4153	9778	0.00593168	0.67745	0	0.0
chr3_71586660_71636931	chr3	2	1319	719	0.00278164	0.31805	3	0.0597
chr3_71636931_71654824	chr3	1	527	339	0.00294985	0.300465	3	0.1677
chr3_71654824_71694655	chr3	15	1043	2484	0.00603865	0.691828	21	0.5272
chr3_71694655_71720992	chr3	4	791	910	0.0043956	0.439066	82	3.1135
chr3_71720992_71784206	chr3	14	1545	4468	0.00313339	0.38461	97	1.5345
chr3_71784206_71819402	chr3	2	962	376	0.00531915	0.583824	38	1.0797
chr3_71819402_71826096	chr3	0	184	16	0	0	14	2.0914
chr3_71826096_71877803	chr3	2	1389	329	0.00607903	0.678895	4	0.0774
chr3_71877803_71902293	chr3	0	754	125	0	0	28	1.1433
chr3_71902293_71931905	chr3	1	872	118	0.00847458	0.863357	6	0.2026
chr3_71931905_71942383	chr3	0	363	24	0	0	2	0.1909
chr3_71942383_71963166	chr3	0	583	107	0	0	14	0.6736
chr3_71963166_72001464	chr3	1	1296	280	0.00357143	0.316617	17	0.4439
chr3_72001464_72060518	chr3	1	1731	510	0.00196078	0.20068	28	0.4741
chr3_72060518_72131815	chr3	1	2139	634	0.00157729	0.157722	163	2.2862
chr3_72131815_72160350	chr3	1	858	271	0.00369004	0.368165	3	0.1051
chr3_72160350_72178246	chr3	0	506	142	0	0	15	0.8382
chr3_72178246_72215629	chr3	2	1064	261	0.00766284	0.807687	9	0.2408
chr3_72215629_72240274	chr3	1	799	210	0.0047619	0.44064	16	0.6492
chr3_72240274_72279470	chr3	5	1189	497	0.0100604	0.994935	12	0.3062
chr3_72279470_72336370	chr3	9	1782	1112	0.00809353	0.775289	14	0.246
chr3_72336370_72359526	chr3	4	666	255	0.0156863	1.63618	46	1.9865
chr3_72359526_72478176	chr3	6	3290	2846	0.00210822	0.228092	116	0.9777
chr3_72478176_72508753	chr3	1	912	92	0.0108696	1.09329	31	1.0138
chr3_72508753_72527737	chr3	0	508	37	0	0	4	0.2107
chr3_72527737_72551111	chr3	1	713	53	0.0188679	1.85562	9	0.385
chr3_72551111_72590548	chr3	0	1125	93	0	0	0	0.0
chr3_72590548_72602517	chr3	0	359	11	0	0	0	0.0
chr3_72602517_72648009	chr3	0	1313	94	0	0	13	0.2858
chr3_72648009_72699670	chr3	0	1389	67	0	0	11	0.2129
chr3_72699670_72905664	chr3	39	5478	5156	0.007564	0.853307	244	1.1845
chr3_72905664_72991364	chr3	22	2304	3321	0.00662451	0.739219	243	2.8355
chr3_72991364_73069687	chr3	18	2460	3281	0.00548613	0.524013	260	3.3196
chr3_73069687_73109853	chr3	0	1136	139	0	0	75	1.8673
chr3_73109853_73192810	chr3	6	2424	302	0.0198675	2.03979	114	1.3742
chr3_73192810_73255322	chr3	3	1850	329	0.00911854	0.924354	7	0.112
chr3_73255322_73348526	chr3	4	2978	372	0.0107527	1.0096	70	0.751
chr3_73348526_73366849	chr3	1	592	61	0.0163934	1.52218	2	0.1092
chr3_73366849_73386977	chr3	14	602	2604	0.00537634	0.539278	1	0.0497
chr3_73386977_73427514	chr3	10	1264	1351	0.00740192	0.712148	16	0.3947
chr3_73427514_73457622	chr3	7	929	840	0.00833333	0.810226	35	1.1625
chr3_73457622_73552365	chr3	12	2679	1130	0.0106195	1.12667	118	1.2455
chr3_73552365_73646314	chr3	11	2694	2742	0.00401167	0.419702	115	1.2241
chr3_73646314_73757736	chr3	4	3396	615	0.00650407	0.640191	138	1.2385
chr3_73757736_73787990	chr3	3	882	446	0.00672646	0.692184	4	0.1322
chr3_73787990_73806489	chr3	0	549	11	0	0	21	1.1352
chr3_73806489_73828268	chr3	1	699	111	0.00900901	0.842091	64	2.9386
chr3_73828268_73867609	chr3	0	1088	46	0	0	0	0.0
chr3_73867609_73916411	chr3	0	1388	81	0	0	5	0.1025
chr3_73916411_74006115	chr3	0	2543	40	0	0	38	0.4236
chr3_74006115_74047965	chr3	1	1307	59	0.0169492	1.62813	12	0.2867
chr3_74047965_74070667	chr3	1	637	66	0.0151515	1.61995	0	0.0
chr3_74070667_74101702	chr3	1	931	52	0.0192308	1.92318	0	0.0
chr3_74101702_74214743	chr3	1	3385	131	0.00763359	0.764764	21	0.1858
chr3_74214743_74273362	chr3	2	1621	858	0.002331	0.252883	1	0.0171
chr3_74273362_74351537	chr3	10	2172	2716	0.00368189	0.397557	29	0.371
chr3_74351537_74404809	chr3	11	1392	1905	0.00577428	0.662947	12	0.2253
chr3_74404809_74427224	chr3	1	627	277	0.00361011	0.38718	35	1.5615
chr3_74427224_74478014	chr3	0	1481	33	0	0	97	1.9098
chr3_74478014_74489220	chr3	3	300	320	0.009375	1.05056	12	1.0709
chr3_74489220_74626760	chr3	6	3802	1126	0.0053286	0.578297	220	1.5995
chr3_74626760_74704843	chr3	1	1876	124	0.00806452	1.00699	117	1.4984
chr3_74704843_74827143	chr3	0	3654	88	0	0	326	2.6656
chr3_74827143_75212318	chr3	1	9737	368	0.00271739	0.322483	496	1.2877
chr3_75212318_75328564	chr3	8	2962	689	0.011611	1.36705	134	1.1527
chr3_75328564_75349715	chr3	14	686	788	0.0177665	1.64335	64	3.0259
chr3_75349715_75593786	chr3	31	8846	1718	0.0180442	1.49358	1605	6.576
chr3_75593786_75814109	chr3	30	5165	3210	0.00934579	1.19599	778	3.5312
chr3_75814109_75938077	chr3	1	3040	315	0.0031746	0.388371	332	2.6781
chr3_75938077_76039519	chr3	1	2616	192	0.00520833	0.605899	210	2.0701
chr3_76039519_76109549	chr3	0	1961	216	0	0	33	0.4712
chr3_76109549_76237862	chr3	4	3614	453	0.00883002	0.940515	83	0.6469
chr3_76237862_76440697	chr3	15	5494	1491	0.0100604	1.11427	110	0.5423
chr3_76440697_76499661	chr3	0	1664	99	0	0	12	0.2035
chr3_76499661_76598997	chr3	0	2551	220	0	0	11	0.1107
chr3_76598997_76676184	chr3	7	2249	429	0.016317	1.68003	9	0.1166
chr3_76676184_76726446	chr3	3	1469	260	0.0115385	1.18437	1	0.0199
chr3_76726446_76808772	chr3	2	2335	421	0.00475059	0.502481	0	0.0
chr3_76808772_76872481	chr3	4	1642	538	0.00743494	0.865419	0	0.0
chr3_76872481_76900144	chr3	1	837	295	0.00338983	0.336104	14	0.5061
chr3_76900144_76983681	chr3	5	2307	689	0.00725689	0.788321	0	0.0
chr3_76983681_77040548	chr3	5	1498	633	0.00789889	0.899572	0	0.0
chr3_77040548_77102636	chr3	17	1573	2271	0.00748569	0.886405	0	0.0
chr3_77102636_77124136	chr3	7	642	495	0.0141414	1.42075	0	0.0
chr3_77124136_77250111	chr3	17	3506	2575	0.00660194	0.711648	0	0.0
chr3_77250111_77297812	chr3	7	1461	805	0.00869565	0.851728	0	0.0
chr3_77297812_77336819	chr3	2	1036	685	0.00291971	0.329795	2	0.0513
chr3_77336819_77394581	chr3	7	1694	578	0.0121107	1.23885	45	0.7791
chr3_77394581_77459840	chr3	5	1772	715	0.00699301	0.772613	3	0.046
chr3_77459840_77509234	chr3	11	1420	1971	0.00558092	0.582389	0	0.0
chr3_77509234_77606667	chr3	53	2595	8031	0.00659943	0.743355	0	0.0
chr3_77606667_77657694	chr3	27	1296	4211	0.00641178	0.757347	0	0.0
chr3_77657694_77701245	chr3	3	1267	405	0.00740741	0.763852	1	0.023
chr3_77701245_77715092	chr3	1	405	86	0.0116279	1.19268	0	0.0
chr3_77715092_78052426	chr3	6	8584	1386	0.004329	0.510364	2	0.0059
chr3_78052426_78230832	chr3	4	4520	578	0.00692042	0.819454	3	0.0168
chr3_78230832_78282701	chr3	3	1438	340	0.00882353	0.9548	21	0.4049
chr3_78282701_78363830	chr3	2	2229	506	0.00395257	0.431585	1	0.0123
chr3_78363830_78423988	chr3	2	1797	266	0.0075188	0.755118	0	0.0
chr3_78423988_78482792	chr3	2	1654	123	0.0162602	1.73427	0	0.0
chr3_78482792_78557732	chr3	5	2123	828	0.00603865	0.639477	0	0.0
chr3_78557732_78608381	chr3	16	1272	1581	0.0101202	1.20891	0	0.0
chr3_78608381_78630905	chr3	14	574	1878	0.00745474	0.877581	0	0.0
chr3_78630905_78759184	chr3	61	3173	10637	0.0057347	0.695532	0	0.0
chr3_78759184_78853805	chr3	14	2255	2046	0.00684262	0.86136	90	0.9512
chr3_78853805_78975391	chr3	17	3156	3132	0.00542784	0.627328	101	0.8307
chr3_78975391_79223166	chr3	35	6013	5336	0.00655922	0.810849	78	0.3148
chr3_79223166_79357369	chr3	9	3184	1164	0.00773196	0.977687	14	0.1043
chr3_79357369_79545685	chr3	3	4746	1128	0.00265957	0.316587	19	0.1009
chr3_79545685_79603566	chr3	3	1544	333	0.00900901	1.01318	2	0.0346
chr3_79603566_79733123	chr3	5	3507	374	0.013369	1.48165	1	0.0077
chr3_79733123_79811862	chr3	5	2418	536	0.00932836	0.911297	0	0.0
chr3_79811862_80039892	chr3	4	6388	574	0.00696864	0.746271	0	0.0
chr3_80039892_80232437	chr3	3	5465	283	0.0106007	1.12046	0	0.0
chr3_80232437_80338410	chr3	3	3076	208	0.0144231	1.49069	11	0.1038
chr3_80338410_80452844	chr3	1	3191	140	0.00714286	0.76846	108	0.9438
chr3_80452844_80671952	chr3	4	5424	308	0.012987	1.57387	368	1.6795
chr3_80671952_81031696	chr3	4	9517	627	0.00637959	0.723448	657	1.8263
chr3_81031696_81140854	chr3	2	2847	326	0.00613497	0.70567	38	0.3481
chr3_81140854_81186085	chr3	0	1354	49	0	0	58	1.2823
chr3_81186085_81211485	chr3	0	750	103	0	0	18	0.7087
chr3_81211485_81378667	chr3	16	4271	2156	0.00742115	0.87147	21	0.1256
chr3_81378667_81448475	chr3	4	1626	632	0.00632911	0.815171	7	0.1003
chr3_81448475_81601337	chr3	19	3650	3498	0.00543168	0.682436	4	0.0262
chr3_81601337_81972927	chr3	39	8797	6455	0.00604183	0.76563	404	1.0872
chr3_81972927_82161879	chr3	8	4452	1377	0.00580973	0.739731	4	0.0212
chr3_82161879_82398150	chr3	1	5704	335	0.00298507	0.370943	1	0.0042
chr3_82398150_82453251	chr3	2	1368	93	0.0215054	2.59861	1	0.0181
chr3_82453251_82575602	chr3	2	3451	231	0.00865801	0.920877	7	0.0572
chr3_82575602_82703451	chr3	2	3555	186	0.0107527	1.1601	0	0.0
chr3_82703451_82939048	chr3	2	6183	231	0.00865801	0.989714	5	0.0212
chr3_82939048_83166872	chr3	0	6086	171	0	0	0	0.0
chr3_83166872_83483003	chr3	2	7385	392	0.00510204	0.655212	0	0.0
chr3_83483003_83601773	chr3	1	3304	177	0.00564972	0.609277	0	0.0
chr3_83601773_83742069	chr3	1	3652	105	0.00952381	1.09761	0	0.0
chr3_83742069_83872053	chr3	1	3406	72	0.0138889	1.59014	0	0.0
chr3_83872053_83905630	chr3	0	990	37	0	0	7	0.2085
chr3_83905630_83992417	chr3	2	2063	302	0.00662252	0.835795	2	0.023
chr3_83992417_84136628	chr3	1	3866	105	0.00952381	1.06578	75	0.5201
chr3_84136628_84445472	chr3	1	8831	244	0.00409836	0.429992	301	0.9746
chr3_84445472_84654744	chr3	0	5893	240	0	0	50	0.2389
chr3_84654744_84716539	chr3	2	1671	130	0.0153846	1.70681	7	0.1133
chr3_84716539_84786800	chr3	1	1838	142	0.00704225	0.80761	25	0.3558
chr3_84786800_84913530	chr3	0	3402	79	0	0	333	2.6276
chr3_84913530_85092413	chr3	24	4513	2459	0.00976007	1.16059	323	1.8056
chr3_85092413_85347899	chr3	9	6434	975	0.00923077	1.09963	222	0.8689
chr3_85347899_85603464	chr3	17	6794	1831	0.00928454	1.04775	855	3.3455
chr3_85603464_85743719	chr3	12	3601	1598	0.00750939	0.877447	276	1.9678
chr3_85743719_85908633	chr3	12	4245	1818	0.00660066	0.769287	189	1.1461
chr3_85908633_86170959	chr3	24	7330	4217	0.00569125	0.611035	331	1.2618
chr3_86170959_86233144	chr3	5	1741	361	0.0138504	1.48413	95	1.5277
chr3_86233144_86452987	chr3	2	6089	342	0.00584795	0.63342	182	0.8279
chr3_86452987_86569677	chr3	0	3309	173	0	0	375	3.2136
chr3_86569677_86690748	chr3	4	3218	435	0.0091954	1.03788	247	2.0401
chr3_86690748_86987759	chr3	28	8167	4271	0.00655584	0.715253	54	0.1818
chr3_86987759_87039964	chr3	8	1419	1115	0.00717489	0.791892	101	1.9347
chr3_87039964_87076232	chr3	5	1044	364	0.0137363	1.43157	101	2.7848
chr3_87076232_87183303	chr3	7	2993	910	0.00769231	0.825549	333	3.1101
chr3_87183303_87322443	chr3	27	3724	5384	0.00501486	0.562111	502	3.6079
chr3_87322443_87360072	chr3	3	1081	90	0.0333333	3.48094	234	6.2186
chr3_87360072_87491339	chr3	2	3775	173	0.0115607	1.20599	54	0.4114
chr3_87491339_87541888	chr3	0	1386	84	0	0	17	0.3363
chr3_87541888_87782984	chr3	1	6627	130	0.00769231	0.839558	421	1.7462
chr3_87782984_87969763	chr3	9	4726	512	0.0175781	2.08415	460	2.4628
chr3_87969763_88048345	chr3	15	2048	2085	0.00719424	0.828132	183	2.3288
chr3_88048345_88225480	chr3	38	4192	10813	0.00351429	0.445494	413	2.3316
chr3_88225480_88325791	chr3	3	2657	715	0.0041958	0.475219	188	1.8742
chr3_88325791_88422675	chr3	3	2883	477	0.00628931	0.634062	71	0.7328
chr3_88422675_88453017	chr3	1	884	137	0.00729927	0.75161	31	1.0217
chr3_88453017_88675997	chr3	14	6517	1641	0.00853138	0.875707	280	1.2557
chr3_88675997_88746233	chr3	6	2071	272	0.0220588	2.24431	20	0.2848
chr3_88746233_88914205	chr3	13	4781	1201	0.0108243	1.14088	84	0.5001
chr3_88914205_88984633	chr3	11	1968	1053	0.0104463	1.12152	38	0.5396
chr3_88984633_89042166	chr3	6	1734	662	0.00906344	0.902158	93	1.6165
chr3_89042166_89249909	chr3	26	5313	4178	0.00622307	0.729983	240	1.1553
chr3_89249909_89401948	chr3	23	3939	2937	0.00783112	0.906806	168	1.105
chr3_89401948_89967398	chr3	49	16388	6503	0.00753498	0.779959	344	0.6084
chr3_89967398_93872232	chr3	36	38265	3096	0.0116279	3.44545	309	0.0791
chr3_93872232_94227445	chr3	80	8190	11421	0.00700464	0.911406	299	0.8417
chr3_94227445_94403060	chr3	5	4778	671	0.00745156	0.821645	389	2.2151
chr3_94403060_94488096	chr3	6	2432	400	0.015	1.57345	111	1.3053
chr3_94488096_94537264	chr3	4	1451	248	0.016129	1.63963	163	3.3152
chr3_94537264_94627540	chr3	0	2640	105	0	0	128	1.4179
chr3_94627540_94771578	chr3	1	4075	84	0.0119048	1.26238	172	1.1941
chr3_94771578_94906778	chr3	0	3975	50	0	0	291	2.1524
chr3_94906778_95121599	chr3	4	5897	766	0.00522193	0.570687	384	1.7875
chr3_95121599_95340971	chr3	1	6488	132	0.00757576	0.768454	631	2.8764
chr3_95340971_95368148	chr3	1	793	55	0.0181818	1.86933	0	0.0
chr3_95368148_95638632	chr3	0	8261	85	0	0	3	0.0111
chr3_95638632_96059255	chr3	4	12248	492	0.00813008	0.837614	634	1.5073
chr3_96059255_96131250	chr3	0	2124	5	0	0	121	1.6807
chr3_96131250_96216809	chr3	0	2376	265	0	0	214	2.5012
chr3_96216809_96337415	chr3	0	3451	53	0	0	302	2.504
chr3_96337415_96425393	chr3	0	2644	141	0	0	16	0.1819
chr3_96425393_96611358	chr3	0	5304	217	0	0	52	0.2796
chr3_96611358_96701484	chr3	0	3183	2	0	0	39	0.4327
chr3_96701484_97058916	chr3	22	9386	3238	0.00679432	0.776211	230	0.6435
chr3_97058916_97359127	chr3	6	7693	1407	0.00426439	0.49924	98	0.3264
chr3_97359127_97640546	chr3	18	7230	3484	0.00516648	0.603296	128	0.4548
chr3_97640546_97697220	chr3	1	1271	268	0.00373134	0.499143	26	0.4588
chr3_97697220_97740722	chr3	6	1049	1099	0.00545951	0.679217	16	0.3678
chr3_97740722_98003498	chr3	86	5772	14421	0.00596353	0.814486	321	1.2216
chr3_98003498_98065597	chr3	18	1826	1618	0.0111248	1.13501	149	2.3994
chr3_98065597_98088155	chr3	8	718	666	0.012012	1.13217	151	6.6939
chr3_98088155_98185413	chr3	25	3391	2592	0.00964506	0.829896	533	5.4803
chr3_98185413_98344726	chr3	25	6038	2215	0.0112867	0.893399	791	4.9651
chr3_98344726_98422434	chr3	12	2445	1443	0.00831601	0.792908	117	1.5056
chr3_98422434_98451606	chr3	2	880	213	0.00938967	0.933803	31	1.0627
chr3_98451606_98496291	chr3	10	1211	985	0.0101523	1.12384	26	0.5819
chr3_98496291_98532142	chr3	29	889	3500	0.00828571	1.00242	76	2.1199
chr3_98532142_98558690	chr3	21	684	2089	0.0100527	1.17052	41	1.5444
chr3_98558690_98579756	chr3	2	540	332	0.0060241	0.70502	57	2.7058
chr3_98579756_98717344	chr3	19	3832	2932	0.00648022	0.698017	337	2.4493
chr3_98717344_98767796	chr3	7	1243	885	0.0079096	0.963126	111	2.2001
chr3_98767796_98998540	chr3	59	5570	8892	0.00663518	0.824611	653	2.83
