rank	avi_constraint_percentile	block_id	chrom	start	end	length_bp	avi_top1_fraction	avi_max	avi_top10_mean	avi_top1_count	avi_top1_per_kb	avi_top1_mean	avi_mean	n_scored
10154	74.016	chr2_102287533_102369762	chr2	102287533	102369762	82229	0.012866507	56.69809	51.098877	3174	38.599521	25.106234	4.5085454	246687
10155	74.0134	chr15_96676363_96718128	chr15	96676363	96718128	41765	0.012865637	24.94597	24.239571	1612	38.596911	21.262644	4.8973349	125295
10156	74.0109	chr16_20408317_20540386	chr16	20408317	20540386	132069	0.012864488	59.33338	52.295148	5097	38.593463	24.754038	3.8053905	396207
10157	74.0083	chr6_90029234_90097640	chr6	90029234	90097640	68406	0.012864369	36.14687	35.148919	2640	38.593106	21.697523	6.205918	205218
10158	74.0057	chr21_41339352_41356506	chr21	41339352	41356506	17154	0.012863861	44.32629	40.448153	662	38.591582	25.709465	4.0802	51462
10159	74.0032	chr5_169265878_169327245	chr5	169265878	169327245	61367	0.012862505	38.35327	36.467819	2368	38.587514	21.815519	5.1095544	184101
10160	74.0006	chr13_45321600_45460618	chr13	45321600	45460618	139018	0.012861644	68.35657	57.077689	5364	38.584931	25.591343	4.5446843	417054
10161	73.9981	chr2_60177389_60302524	chr2	60177389	60302524	125135	0.012860777	25.21394	24.591484	4828	38.582331	21.259696	5.1707201	375405
10162	73.9955	chr8_130799407_130820790	chr8	130799407	130820790	21383	0.012860684	51.9411	42.588872	825	38.582051	26.790906	3.665739	64149
10163	73.9929	chr16_14045825_14282386	chr16	14045825	14282386	236561	0.012860672	60.29193	52.325886	9127	38.582015	24.256755	5.1856831	709683
10164	73.9904	chr15_49900873_49982859	chr15	49900873	49982859	81986	0.012859919	61.70969	52.727519	3163	38.579758	25.586951	5.1219334	245958
10165	73.9878	chr2_189842308_189933279	chr2	189842308	189933279	90971	0.012857577	65.96818	54.013369	3509	38.572732	24.980823	5.4383259	272913
10166	73.9853	chr16_27224178_27289275	chr16	27224178	27289275	65097	0.012852615	51.54413	47.659961	2510	38.557844	24.56856	5.0168336	195291
10167	73.9827	chr6_7329936_7500695	chr6	7329936	7500695	170759	0.012852422	60.10874	53.826813	6584	38.557265	24.921425	4.6052684	512277
10168	73.9801	chr14_29431009_29445535	chr14	29431009	29445535	14526	0.012850521	26.04311	25.259045	560	38.551563	21.371521	4.6920462	43578
10169	73.9776	chr15_32965986_32998339	chr15	32965986	32998339	32353	0.012847855	42.57288	41.154894	1247	38.543566	23.405543	5.7146254	97059
10170	73.975	chr21_41883366_41895976	chr21	41883366	41895976	12610	0.012846947	48.24283	42.491497	486	38.540841	24.453338	4.3043223	37830
10171	73.9725	chr3_55900797_56020049	chr3	55900797	56020049	119252	0.012846745	52.54304	47.775765	4596	38.540234	23.007126	5.9108967	357756
10172	73.9699	chr8_47190170_48127121	chr8	47190170	48127121	936951	0.012846278	71.81692	63.826323	36109	38.538835	25.050872	4.8466539	2810853
10173	73.9673	chr1_12097824_12116740	chr1	12097824	12116740	18916	0.012846268	42.91156	37.037927	729	38.538803	24.860095	4.0398506	56748
10174	73.9648	chr3_98767796_98998540	chr3	98767796	98998540	230744	0.012845404	67.60428	57.126742	8892	38.536213	24.548175	5.16236	692232
10175	73.9622	chr3_114784565_114929079	chr3	114784565	114929079	144514	0.012845353	35.06842	34.661866	5569	38.536059	21.410979	6.1743246	433542
10176	73.9597	chr13_53028835_53039424	chr13	53028835	53039424	10589	0.012843517	45.35957	42.675078	408	38.530551	24.472464	6.2972887	31767
10177	73.9571	chr16_82602746_82634929	chr16	82602746	82634929	32183	0.01284322	48.73772	38.080537	1240	38.529659	21.896315	4.8726328	96549
10178	73.9545	chr11_78017886_78172809	chr11	78017886	78172809	154923	0.012842939	65.96818	53.190506	5969	38.528818	24.952843	5.1727825	464769
10179	73.952	chr14_87923791_88091601	chr14	87923791	88091601	167810	0.012841905	60.6146	55.07591	6465	38.525714	25.389647	4.5210418	503430
10180	73.9494	chr18_23591181_23621375	chr18	23591181	23621375	30194	0.012839195	50.92762	47.262341	1163	38.517586	24.965366	5.1892252	90582
10181	73.9469	chr1_148353326_149244435	chr1	148353326	149244435	891109	0.01283831	62.81423	55.754514	34321	38.514929	23.557955	4.6066117	2673327
10182	73.9443	chr5_172625756_172681300	chr5	172625756	172681300	55544	0.01283667	67.54788	41.793502	2139	38.51001	24.186483	5.1233167	166632
10183	73.9418	chr3_184054198_184111134	chr3	184054198	184111134	56936	0.012833123	44.10624	40.561201	2192	38.499368	23.428151	4.3169891	170808
10184	73.9392	chr15_34253720_34322013	chr15	34253720	34322013	68293	0.012831964	53.47864	49.333196	2629	38.495893	25.478119	5.3781257	204879
10185	73.9366	chr13_73393790_73417325	chr13	73393790	73417325	23535	0.012831952	26.12606	25.537233	906	38.495857	21.581219	5.1564381	70605
10186	73.9341	chr14_33329299_33361383	chr14	33329299	33361383	32084	0.012830902	29.30409	25.638595	1235	38.492707	21.2105	5.8904209	96252
10187	73.9315	chr1_234518286_234570562	chr1	234518286	234570562	52276	0.012829342	26.03578	25.469469	2012	38.488025	21.656164	5.3123801	156828
10188	73.929	chr10_132331634_132453780	chr10	132331634	132453780	122146	0.01282891	58.96872	49.210914	4701	38.486729	24.55154	4.2999058	366438
10189	73.9264	chr12_70749696_70785140	chr12	70749696	70785140	35444	0.012827747	56.09963	46.753898	1364	38.483241	23.695066	5.2197515	106332
10190	73.9238	chr2_240471872_240516984	chr2	240471872	240516984	45112	0.012827333	48.73772	45.264676	1736	38.482	25.221076	3.5324172	135336
10191	73.9213	chr1_16479926_16857205	chr1	16479926	16857205	377279	0.012826976	37.44081	35.949451	12594	33.381132	21.744774	4.5168062	981837
10192	73.9187	chr10_89429074_89520812	chr10	89429074	89520812	91738	0.012826382	57.86757	50.660826	3530	38.479147	24.621679	5.200058	275214
10193	73.9162	chr10_75865663_75901583	chr10	75865663	75901583	35920	0.012824796	25.10329	24.086821	1382	38.474388	21.115534	6.0079384	107760
10194	73.9136	chr8_98349924_98371501	chr8	98349924	98371501	21577	0.012822295	25.20159	24.330493	830	38.466886	21.322729	5.5652866	64731
10195	73.911	chr17_49514247_49526154	chr17	49514247	49526154	11907	0.01282159	25.64613	24.670599	458	38.464769	21.509517	5.0512065	35721
10196	73.9085	chr1_224723233_224750818	chr1	224723233	224750818	27585	0.012820978	51.78075	43.806311	1061	38.462933	24.956893	4.7897318	82755
10197	73.9059	chr2_177283742_177605644	chr2	177283742	177605644	321902	0.012819637	63.88818	54.760239	12380	38.45891	24.56313	5.991686	965706
10198	73.9034	chr9_4596213_4643850	chr9	4596213	4643850	47637	0.012819167	54.13705	48.393122	1832	38.457502	24.641219	5.4406594	142911
10199	73.9008	chr10_34957684_35266871	chr10	34957684	35266871	309187	0.012818564	57.41	54.181188	11890	38.455692	25.060278	4.9056164	927561
10200	73.8982	chr2_229580377_229615076	chr2	229580377	229615076	34699	0.012814971	52.3441	43.169409	1334	38.444912	24.751854	4.3481103	104097
10201	73.8957	chr3_32458244_32592542	chr3	32458244	32592542	134298	0.012814785	54.78178	52.390009	5163	38.444355	25.460809	4.9774625	402894
10202	73.8931	chr16_7313398_7347795	chr16	7313398	7347795	34397	0.012811195	42.98393	36.003692	1322	38.433584	21.659656	4.5718658	103191
10203	73.8906	chr11_2559069_2621578	chr11	2559069	2621578	62509	0.012808822	57.15694	51.754087	2402	38.426467	26.04614	4.0035136	187527
10204	73.888	chr2_237775170_237851767	chr2	237775170	237851767	76597	0.01280729	55.96718	48.916381	2943	38.42187	25.192519	4.6747385	229791
10205	73.8854	chr15_70188275_70212038	chr15	70188275	70212038	23763	0.012807025	25.4766	24.725723	913	38.421075	21.323534	4.7166999	71289
10206	73.8829	chr11_73603073_73655652	chr11	73603073	73655652	52579	0.012806127	50.96008	47.470069	2020	38.41838	24.501556	4.9415958	157737
10207	73.8803	chr14_36842323_36882438	chr14	36842323	36882438	40115	0.012804853	55.62563	43.267018	1541	38.414558	22.106137	6.2578194	120345
10208	73.8778	chr14_67771943_68090027	chr14	67771943	68090027	318084	0.012803746	59.85841	55.522101	12218	38.411237	24.203516	5.7884896	954252
10209	73.8752	chr2_69946497_70110113	chr2	69946497	70110113	163616	0.012802334	46.34193	41.738611	6284	38.407002	23.453193	5.0165469	490848
10210	73.8727	chr2_176559787_176616092	chr2	176559787	176616092	56305	0.012799337	24.61982	24.227128	2162	38.398011	21.260759	6.0613156	168915
10211	73.8701	chr9_27271995_27295357	chr9	27271995	27295357	23362	0.012798562	48.3995	39.764804	897	38.395685	24.708363	4.6512185	70086
10212	73.8675	chr18_13877442_13921537	chr18	13877442	13921537	44095	0.012798125	47.50245	42.232328	1693	38.394376	24.425319	3.989004	132285
10213	73.865	chr1_225474976_225671091	chr1	225474976	225671091	196115	0.012796913	57.77065	52.56802	7529	38.39074	24.347061	5.0652155	588345
10214	73.8624	chr5_142482450_142535979	chr5	142482450	142535979	53529	0.012796802	24.75566	24.473793	2055	38.390405	21.418838	5.3378797	160587
10215	73.8599	chr8_94186999_94271816	chr8	94186999	94271816	84817	0.012796177	58.25699	54.010962	3256	38.388531	24.596086	5.0933803	254451
10216	73.8573	chr18_53381250_53536445	chr18	53381250	53536445	155195	0.012792508	57.00473	50.199697	5956	38.377525	23.951641	4.5566294	465585
10217	73.8547	chr4_8610356_8643271	chr4	8610356	8643271	32915	0.012790521	61.21812	48.776668	1263	38.371563	25.419019	3.0927682	98745
10218	73.8522	chr5_91353851_91500167	chr5	91353851	91500167	146316	0.01278967	58.90507	46.626991	5614	38.36901	23.75049	5.1634463	438948
10219	73.8496	chr2_152549080_152607934	chr2	152549080	152607934	58854	0.012788709	58.33186	51.094723	2258	38.366126	25.378254	5.7833459	176562
10220	73.8471	chr1_168210299_168293508	chr1	168210299	168293508	83209	0.012787078	59.9136	51.332137	3192	38.361235	25.123541	4.6663546	249627
10221	73.8445	chr2_200389233_200448074	chr2	200389233	200448074	58841	0.012785869	69.34401	58.51717	2257	38.357608	25.216262	6.0521605	176523
10222	73.8419	chr1_94140521_94398176	chr1	94140521	94398176	257655	0.01278195	65.30983	60.285354	9880	38.34585	24.306375	5.4622648	772965
10223	73.8394	chrX_134870333_134929299	chrX	134870333	134929299	58966	0.012781377	67.30276	52.856266	2261	38.344131	24.84361	5.4269144	176898
10224	73.8368	chr3_156618766_156825991	chr3	156618766	156825991	207225	0.01277999	56.09963	46.241239	7945	38.339969	23.713798	5.9713398	621675
10225	73.8343	chr4_16450869_16520100	chr4	16450869	16520100	69231	0.012778476	53.84198	50.250332	2654	38.335428	24.351054	4.1657336	207693
10226	73.8317	chr3_190796429_190860954	chr3	190796429	190860954	64525	0.01277541	56.37945	48.415105	2473	38.32623	24.189922	4.144413	193575
10227	73.8291	chr17_7138220_7189231	chr17	7138220	7189231	51011	0.012775022	49.63392	45.387584	1955	38.325067	24.886484	4.4565959	153033
10228	73.8266	chr6_147551012_147567791	chr6	147551012	147567791	16779	0.012773904	47.93919	43.132774	643	38.321712	23.222031	5.6118338	50337
10229	73.824	chr9_119194271_119272795	chr9	119194271	119272795	78524	0.012773165	57.92068	48.121738	3009	38.319495	24.717686	3.8896754	235572
10230	73.8215	chr12_3035546_3066915	chr12	3035546	3066915	31369	0.012772695	56.64655	45.938712	1202	38.318085	25.264749	4.3806532	94107
10231	73.8189	chr8_13139035_13161531	chr8	13139035	13161531	22496	0.012772641	26.16404	25.326435	862	38.317923	21.571921	5.6116372	67488
10232	73.8163	chr6_127806828_127877403	chr6	127806828	127877403	70575	0.012771284	50.5025	44.450158	2704	38.313851	24.292865	4.641363	211725
10233	73.8138	chr4_7955753_7971415	chr4	7955753	7971415	15662	0.012769761	61.70969	45.333171	600	38.309284	24.173495	5.0611031	46986
10234	73.8112	chr3_65428418_65545158	chr3	65428418	65545158	116740	0.012769117	56.69809	51.21205	4472	38.30735	25.900582	4.6802551	350220
10235	73.8087	chr5_168058413_168093821	chr5	168058413	168093821	35408	0.012765477	44.66864	40.437089	1356	38.29643	24.287889	5.4190005	106224
10236	73.8061	chr1_160829484_160861504	chr1	160829484	160861504	32020	0.012762857	51.23476	44.469215	1226	38.28857	24.516972	4.5761023	96060
10237	73.8036	chr3_146564499_146627146	chr3	146564499	146627146	62647	0.012759323	50.86854	44.642877	2398	38.27797	24.062195	4.1658484	187941
10238	73.801	chr10_80462341_80566975	chr10	80462341	80566975	104634	0.012758759	51.14018	48.213816	4005	38.276277	24.129494	5.4378404	313902
10239	73.7984	chr15_87910039_87949777	chr15	87910039	87949777	39738	0.012758569	53.25609	42.133307	1521	38.275706	25.881352	4.2664118	119214
10240	73.7959	chr1_216797527_216831860	chr1	216797527	216831860	34333	0.012757405	28.21715	26.758498	1314	38.272216	21.33368	5.2183484	102999
10241	73.7933	chr4_87386905_87465086	chr4	87386905	87465086	78181	0.012756723	61.21812	52.174567	2992	38.270168	25.012984	4.9764729	234543
10242	73.7908	chr3_120284297_120428507	chr3	120284297	120428507	144210	0.012754548	62.67515	56.180723	5518	38.263643	25.074338	5.284446	432630
10243	73.7882	chr19_48825936_48833306	chr19	48825936	48833306	7370	0.01275441	38.11049	36.1976	282	38.263229	24.785613	4.2247822	22110
10244	73.7856	chr6_110413035_110430833	chr6	110413035	110430833	17798	0.012754242	51.73312	45.010119	681	38.262726	24.895627	4.7055302	53394
10245	73.7831	chr1_88986857_89052437	chr1	88986857	89052437	65580	0.012752872	54.21568	49.250256	2509	38.258615	24.606706	4.6475336	196740
10246	73.7805	chr6_27411984_27515481	chr6	27411984	27515481	103497	0.012750772	49.31293	42.7314	3959	38.252316	24.956214	4.0582711	310491
10247	73.778	chr15_83818350_83922923	chr15	83818350	83922923	104573	0.012750264	54.14728	50.520001	4000	38.250791	25.410246	4.4976506	313719
10248	73.7754	chr12_106478491_106565346	chr12	106478491	106565346	86855	0.012749218	55.43461	48.287127	3322	38.247654	24.573455	4.4989167	260565
10249	73.7728	chr4_7189169_7201458	chr4	7189169	7201458	12289	0.012748528	38.57546	37.050449	470	38.245585	24.532058	4.091509	36867
10250	73.7703	chr1_9910413_10023878	chr1	9910413	10023878	113465	0.012746956	60.04853	52.555529	4339	38.240867	24.862469	4.4363846	340395
10251	73.7677	chr3_133438497_133472249	chr3	133438497	133472249	33752	0.012739986	49.21148	46.347837	1290	38.219957	23.777304	4.9601954	101256
10252	73.7652	chr13_113559908_113647777	chr13	113559908	113647777	87869	0.012734867	60.44207	51.220986	3357	38.2046	25.499975	3.6908035	263607
10253	73.7626	chr19_11567376_11665071	chr19	11567376	11665071	97695	0.012733507	56.23626	51.026332	3732	38.200522	24.51115	4.0502916	293085
10254	73.76	chr6_105741357_105789630	chr6	105741357	105789630	48273	0.012733136	25.25108	24.86153	1844	38.199408	21.630744	5.4902714	144819
10255	73.7575	chr18_56139980_56164853	chr18	56139980	56164853	24873	0.012731342	24.64339	24.497979	950	38.194026	21.37602	5.4747585	74619
10256	73.7549	chr20_42007351_42115569	chr20	42007351	42115569	108218	0.012730476	55.35863	47.015511	4133	38.191428	25.257099	4.412172	324654
10257	73.7524	chr10_95559837_95924529	chr10	95559837	95924529	364692	0.012726721	60.02864	55.397738	13924	38.180163	25.078268	5.3723761	1094076
10258	73.7498	chr1_231522555_231594375	chr1	231522555	231594375	71820	0.01272626	59.63756	48.953845	2742	38.17878	24.585114	4.8643075	215460
10259	73.7472	chr9_70580787_70784834	chr9	70580787	70784834	204047	0.012724193	64.50965	53.743834	7789	38.172578	26.04852	4.7937334	612141
10260	73.7447	chr6_42138646_42157744	chr6	42138646	42157744	19098	0.012723845	39.31265	36.921355	729	38.171536	23.367105	4.9629882	57294
10261	73.7421	chr2_69117120_69202162	chr2	69117120	69202162	85042	0.012723125	66.74843	56.678929	3246	38.169375	24.502571	5.8331427	255126
10262	73.7396	chrX_31057854_31191297	chrX	31057854	31191297	133443	0.012722036	69.9573	54.731082	5093	38.166108	24.612409	5.1067782	400329
10263	73.737	chr5_83561221_83579511	chr5	83561221	83579511	18290	0.012720977	44.92697	41.750152	698	38.162931	25.355051	5.3979261	54870
10264	73.7345	chr2_60302524_60311592	chr2	60302524	60311592	9068	0.012718718	25.02419	24.68635	346	38.156154	21.590498	6.1666607	27204
10265	73.7319	chr17_72322725_72376638	chr17	72322725	72376638	53913	0.012718021	26.46867	25.801776	2057	38.154063	21.527311	4.6248502	161739
10266	73.7293	chr5_161271607_161335167	chr5	161271607	161335167	63560	0.012717642	60.37977	45.961478	2425	38.152926	24.970942	4.5310488	190680
10267	73.7268	chr4_118562260_118743073	chr4	118562260	118743073	180813	0.012716637	66.74843	55.941011	6898	38.149912	25.51596	4.0100219	542439
10268	73.7242	chr19_51416695_51463458	chr19	51416695	51463458	46763	0.012716606	45.96883	39.567233	1784	38.149819	23.825407	4.0728701	140289
10269	73.7217	chr12_18641440_18723197	chr12	18641440	18723197	81757	0.012716546	49.29655	47.056322	3119	38.149639	25.726399	4.3040024	245271
10270	73.7191	chr14_91185258_91217399	chr14	91185258	91217399	32141	0.012714809	53.93914	43.954544	1226	38.144426	24.685469	4.4397492	96423
10271	73.7165	chr12_23666430_23688877	chr12	23666430	23688877	22447	0.012711424	24.04609	23.390213	856	38.134272	21.173796	5.2531983	67341
10272	73.714	chr2_171324712_171513976	chr2	171324712	171513976	189264	0.012710641	64.52359	54.481588	7217	38.131922	25.16201	5.7995059	567792
10273	73.7114	chr11_8234277_8243353	chr11	8234277	8243353	9076	0.012707507	25.50229	24.732453	346	38.122521	21.273241	5.5540747	27228
10274	73.7089	chr2_111887205_112064507	chr2	111887205	112064507	177302	0.012707132	64.70541	54.740904	6759	38.121397	24.941999	4.9137534	531906
10275	73.7063	chr14_70636674_70663589	chr14	70636674	70663589	26915	0.012706669	50.59532	41.699619	1026	38.120007	23.787335	5.959615	80745
10276	73.7037	chr20_1467296_1507644	chr20	1467296	1507644	40348	0.012706123	62.64331	53.588306	1538	38.11837	23.746429	5.117451	121044
10277	73.7012	chr9_96472459_96682647	chr9	96472459	96682647	210188	0.012706085	64.25951	52.832424	8012	38.118256	24.91457	4.8917134	630564
10278	73.6986	chr2_168135887_168232736	chr2	168135887	168232736	96849	0.012703625	64.00432	58.291944	3691	38.110874	25.380597	5.824189	290547
10279	73.6961	chr4_23852526_23869398	chr4	23852526	23869398	16872	0.012703493	26.35742	25.784764	643	38.110479	21.566353	5.9074118	50616
10280	73.6935	chr14_59779264_60216643	chr14	59779264	60216643	437379	0.012699893	68.86318	55.78703	16664	38.09968	24.957274	5.1478621	1312137
10281	73.6909	chr1_220526302_220690081	chr1	220526302	220690081	163779	0.012698006	60.10874	53.126603	6239	38.094017	25.941465	4.5604721	491337
10282	73.6884	chr5_71386505_71678987	chr5	71386505	71678987	292482	0.012694798	80.95994	59.595169	11139	38.084395	25.981503	4.7418835	877446
10283	73.6858	chr9_98135542_98158150	chr9	98135542	98158150	22608	0.012694621	42.64069	38.89605	861	38.083864	24.759634	4.8056134	67824
10284	73.6833	chr1_164560429_164579048	chr1	164560429	164579048	18619	0.012693127	57.41	47.607219	709	38.079381	23.860112	5.9877609	55857
