block_id	chrom	start	end	length_bp	eqtl_variant_count	eqtl_pair_count	eqtl_gene_count	eqtl_tissue_count	eqtl_variants_per_kb
chr3_53453832_53507337	chr3	53453832	53507337	53505	93	254	17	22	1.7382
chr3_53507337_53522631	chr3	53507337	53522631	15294	19	30	13	19	1.2423
chr3_53522631_53566110	chr3	53522631	53566110	43479	49	66	10	9	1.127
chr3_53566110_53600399	chr3	53566110	53600399	34289	20	34	12	12	0.5833
chr3_53600399_53706725	chr3	53600399	53706725	106326	85	102	21	26	0.7994
chr3_53706725_53799371	chr3	53706725	53799371	92646	169	369	15	28	1.8241
chr3_53799371_53850887	chr3	53799371	53850887	51516	139	364	14	40	2.6982
chr3_53850887_53962452	chr3	53850887	53962452	111565	314	1062	10	46	2.8145
chr3_53962452_54043699	chr3	53962452	54043699	81247	107	392	9	35	1.317
chr3_54043699_54097612	chr3	54043699	54097612	53913	140	175	7	13	2.5968
chr3_54097612_54134219	chr3	54097612	54134219	36607	101	123	7	13	2.759
chr3_54134219_54209002	chr3	54134219	54209002	74783	21	26	6	9	0.2808
chr3_54209002_54233446	chr3	54209002	54233446	24444	4	4	3	4	0.1636
chr3_54233446_54262339	chr3	54233446	54262339	28893	9	16	3	3	0.3115
chr3_54262339_54345775	chr3	54262339	54345775	83436	61	61	4	6	0.7311
chr3_54345775_54452780	chr3	54345775	54452780	107005	22	35	3	5	0.2056
chr3_54452780_54553822	chr3	54452780	54553822	101042	6	6	4	4	0.0594
chr3_54553822_54595507	chr3	54553822	54595507	41685	11	15	4	4	0.2639
chr3_54595507_54605241	chr3	54595507	54605241	9734	10	10	1	1	1.0273
chr3_54605241_54639483	chr3	54605241	54639483	34242	94	151	5	15	2.7452
chr3_54639483_54785344	chr3	54639483	54785344	145861	224	269	7	18	1.5357
chr3_54785344_54850531	chr3	54785344	54850531	65187	14	16	6	6	0.2148
chr3_54850531_54866828	chr3	54850531	54866828	16297	21	30	4	5	1.2886
chr3_54866828_54898913	chr3	54866828	54898913	32085	32	33	5	7	0.9974
chr3_54898913_54955064	chr3	54898913	54955064	56151	45	47	5	5	0.8014
chr3_54955064_54974841	chr3	54955064	54974841	19777	13	13	1	2	0.6573
chr3_54974841_55019602	chr3	54974841	55019602	44761	20	20	1	1	0.4468
chr3_55019602_55057124	chr3	55019602	55057124	37522	68	68	2	1	1.8123
chr3_55057124_55087919	chr3	55057124	55087919	30795	27	27	2	4	0.8768
chr3_55087919_55127758	chr3	55087919	55127758	39839	24	24	2	3	0.6024
chr3_55127758_55146917	chr3	55127758	55146917	19159	20	20	2	2	1.0439
chr3_55146917_55159988	chr3	55146917	55159988	13071	2	2	1	1	0.153
chr3_55159988_55189845	chr3	55159988	55189845	29857	32	50	4	4	1.0718
chr3_55189845_55233865	chr3	55189845	55233865	44020	7	7	2	2	0.159
chr3_55233865_55277054	chr3	55233865	55277054	43189	0	0	0	0	0.0
chr3_55277054_55315802	chr3	55277054	55315802	38748	32	32	2	5	0.8258
chr3_55315802_55351065	chr3	55315802	55351065	35263	0	0	0	0	0.0
chr3_55351065_55424358	chr3	55351065	55424358	73293	29	30	3	2	0.3957
chr3_55424358_55456786	chr3	55424358	55456786	32428	28	41	3	3	0.8635
chr3_55456786_55497064	chr3	55456786	55497064	40278	57	87	3	2	1.4152
chr3_55497064_55522101	chr3	55497064	55522101	25037	29	71	4	2	1.1583
chr3_55522101_55546728	chr3	55522101	55546728	24627	20	47	3	2	0.8121
chr3_55546728_55583828	chr3	55546728	55583828	37100	42	79	3	4	1.1321
chr3_55583828_55700645	chr3	55583828	55700645	116817	110	153	8	11	0.9416
chr3_55700645_55767060	chr3	55700645	55767060	66415	113	189	4	4	1.7014
chr3_55767060_55900797	chr3	55767060	55900797	133737	165	170	5	9	1.2338
chr3_55900797_56020049	chr3	55900797	56020049	119252	125	190	4	16	1.0482
chr3_56020049_56120293	chr3	56020049	56120293	100244	214	265	5	17	2.1348
chr3_56120293_56246288	chr3	56120293	56246288	125995	175	315	6	18	1.3889
chr3_56246288_56400187	chr3	56246288	56400187	153899	249	408	7	23	1.6179
chr3_56400187_56491327	chr3	56400187	56491327	91140	232	435	4	32	2.5455
chr3_56491327_56750820	chr3	56491327	56750820	259493	940	1985	10	48	3.6224
chr3_56750820_56795737	chr3	56750820	56795737	44917	77	142	5	37	1.7143
chr3_56795737_56813917	chr3	56795737	56813917	18180	32	38	5	11	1.7602
chr3_56813917_56832348	chr3	56813917	56832348	18431	5	6	4	5	0.2713
chr3_56832348_56867264	chr3	56832348	56867264	34916	16	17	5	7	0.4582
chr3_56867264_56920924	chr3	56867264	56920924	53660	28	30	7	8	0.5218
chr3_56920924_56987765	chr3	56920924	56987765	66841	157	178	11	11	2.3489
chr3_56987765_57039937	chr3	56987765	57039937	52172	58	75	10	11	1.1117
chr3_57039937_57163223	chr3	57039937	57163223	123286	306	628	15	27	2.482
chr3_57163223_57387736	chr3	57163223	57387736	224513	557	2192	17	36	2.4809
chr3_57387736_57511916	chr3	57387736	57511916	124180	573	2645	20	38	4.6143
chr3_57511916_57972538	chr3	57511916	57972538	460622	954	4224	28	40	2.0711
chr3_57972538_58059560	chr3	57972538	58059560	87022	219	856	23	30	2.5166
chr3_58059560_58178174	chr3	58059560	58178174	118614	330	1440	22	39	2.7821
chr3_58178174_58223976	chr3	58178174	58223976	45802	164	1033	17	41	3.5806
chr3_58223976_58334231	chr3	58223976	58334231	110255	509	3161	21	44	4.6166
chr3_58334231_58530656	chr3	58334231	58530656	196425	721	4693	23	48	3.6706
chr3_58530656_58569659	chr3	58530656	58569659	39003	98	124	12	31	2.5126
chr3_58569659_58613831	chr3	58569659	58613831	44172	176	435	15	32	3.9844
chr3_58613831_58655625	chr3	58613831	58655625	41794	121	165	13	20	2.8952
chr3_58655625_58670738	chr3	58655625	58670738	15113	76	109	5	11	5.0288
chr3_58670738_58720147	chr3	58670738	58720147	49409	34	36	7	14	0.6881
chr3_58720147_58884422	chr3	58720147	58884422	164275	124	148	8	20	0.7548
chr3_58884422_59186567	chr3	58884422	59186567	302145	242	515	11	22	0.8009
chr3_59186567_59248379	chr3	59186567	59248379	61812	53	63	5	16	0.8574
chr3_59248379_59339742	chr3	59248379	59339742	91363	35	35	6	11	0.3831
chr3_59339742_59368637	chr3	59339742	59368637	28895	15	15	5	6	0.5191
chr3_59368637_59423633	chr3	59368637	59423633	54996	16	16	4	6	0.2909
chr3_59423633_59438970	chr3	59423633	59438970	15337	5	5	3	4	0.326
chr3_59438970_59448721	chr3	59438970	59448721	9751	0	0	0	0	0.0
chr3_59448721_59478941	chr3	59448721	59478941	30220	2	2	2	2	0.0662
chr3_59478941_59519105	chr3	59478941	59519105	40164	78	107	3	2	1.942
chr3_59519105_59570476	chr3	59519105	59570476	51371	0	0	0	0	0.0
chr3_59570476_59581687	chr3	59570476	59581687	11211	1	1	1	1	0.0892
chr3_59581687_59677025	chr3	59581687	59677025	95338	6	6	2	2	0.0629
chr3_59677025_59702359	chr3	59677025	59702359	25334	1	1	1	1	0.0395
chr3_59702359_59716783	chr3	59702359	59716783	14424	0	0	0	0	0.0
chr3_59716783_59751863	chr3	59716783	59751863	35080	0	0	0	0	0.0
chr3_59751863_59771758	chr3	59751863	59771758	19895	3	3	1	1	0.1508
chr3_59771758_59789730	chr3	59771758	59789730	17972	0	0	0	0	0.0
chr3_59789730_59817087	chr3	59789730	59817087	27357	0	0	0	0	0.0
chr3_59817087_59903534	chr3	59817087	59903534	86447	0	0	0	0	0.0
chr3_59903534_59918086	chr3	59903534	59918086	14552	0	0	0	0	0.0
chr3_59918086_59943025	chr3	59918086	59943025	24939	0	0	0	0	0.0
chr3_59943025_60014239	chr3	59943025	60014239	71214	0	0	0	0	0.0
chr3_60014239_60031836	chr3	60014239	60031836	17597	11	11	1	1	0.6251
chr3_60031836_60051741	chr3	60031836	60051741	19905	0	0	0	0	0.0
chr3_60051741_60083004	chr3	60051741	60083004	31263	0	0	0	0	0.0
chr3_60083004_60127103	chr3	60083004	60127103	44099	0	0	0	0	0.0
chr3_60127103_60141888	chr3	60127103	60141888	14785	0	0	0	0	0.0
chr3_60141888_60156505	chr3	60141888	60156505	14617	0	0	0	0	0.0
chr3_60156505_60189247	chr3	60156505	60189247	32742	0	0	0	0	0.0
chr3_60189247_60254910	chr3	60189247	60254910	65663	0	0	0	0	0.0
chr3_60254910_60286257	chr3	60254910	60286257	31347	0	0	0	0	0.0
chr3_60286257_60317783	chr3	60286257	60317783	31526	0	0	0	0	0.0
chr3_60317783_60363632	chr3	60317783	60363632	45849	0	0	0	0	0.0
chr3_60363632_60422131	chr3	60363632	60422131	58499	16	16	1	2	0.2735
chr3_60422131_60494519	chr3	60422131	60494519	72388	31	31	1	1	0.4282
chr3_60494519_60510705	chr3	60494519	60510705	16186	0	0	0	0	0.0
chr3_60510705_60523156	chr3	60510705	60523156	12451	0	0	0	0	0.0
chr3_60523156_60550819	chr3	60523156	60550819	27663	2	2	1	1	0.0723
chr3_60550819_60590344	chr3	60550819	60590344	39525	16	16	1	2	0.4048
chr3_60590344_60608993	chr3	60590344	60608993	18649	1	1	1	1	0.0536
chr3_60608993_60638589	chr3	60608993	60638589	29596	18	18	1	2	0.6082
chr3_60638589_60731241	chr3	60638589	60731241	92652	2	2	2	2	0.0216
chr3_60731241_60746266	chr3	60731241	60746266	15025	1	1	1	1	0.0666
chr3_60746266_60760544	chr3	60746266	60760544	14278	0	0	0	0	0.0
chr3_60760544_60822643	chr3	60760544	60822643	62099	1	1	1	1	0.0161
chr3_60822643_60892320	chr3	60822643	60892320	69677	37	37	2	4	0.531
chr3_60892320_60948130	chr3	60892320	60948130	55810	12	12	2	2	0.215
chr3_60948130_60991478	chr3	60948130	60991478	43348	1	1	1	1	0.0231
chr3_60991478_61054687	chr3	60991478	61054687	63209	3	3	2	2	0.0475
chr3_61054687_61137729	chr3	61054687	61137729	83042	90	90	2	8	1.0838
chr3_61137729_61198344	chr3	61137729	61198344	60615	129	129	2	6	2.1282
chr3_61198344_61292581	chr3	61198344	61292581	94237	190	190	1	6	2.0162
chr3_61292581_61313281	chr3	61292581	61313281	20700	0	0	0	0	0.0
chr3_61313281_61369805	chr3	61313281	61369805	56524	2	2	2	2	0.0354
chr3_61369805_61447743	chr3	61369805	61447743	77938	33	33	2	4	0.4234
chr3_61447743_61483988	chr3	61447743	61483988	36245	23	23	2	3	0.6346
chr3_61483988_61532442	chr3	61483988	61532442	48454	24	24	2	5	0.4953
chr3_61532442_61582527	chr3	61532442	61582527	50085	33	33	2	4	0.6589
chr3_61582527_61669476	chr3	61582527	61669476	86949	46	46	3	5	0.529
chr3_61669476_61761754	chr3	61669476	61761754	92278	11	11	1	2	0.1192
chr3_61761754_61794192	chr3	61761754	61794192	32438	14	14	1	1	0.4316
chr3_61794192_61827016	chr3	61794192	61827016	32824	16	16	2	3	0.4874
chr3_61827016_61925821	chr3	61827016	61925821	98805	94	94	4	9	0.9514
chr3_61925821_61956211	chr3	61925821	61956211	30390	70	70	3	4	2.3034
chr3_61956211_61972349	chr3	61956211	61972349	16138	0	0	0	0	0.0
chr3_61972349_62004502	chr3	61972349	62004502	32153	0	0	0	0	0.0
chr3_62004502_62042233	chr3	62004502	62042233	37731	7	7	3	3	0.1855
chr3_62042233_62064477	chr3	62042233	62064477	22244	1	1	1	1	0.045
chr3_62064477_62071161	chr3	62064477	62071161	6684	3	3	1	1	0.4488
chr3_62071161_62127387	chr3	62071161	62127387	56226	6	6	3	3	0.1067
chr3_62127387_62185158	chr3	62127387	62185158	57771	21	21	3	3	0.3635
chr3_62185158_62204567	chr3	62185158	62204567	19409	9	10	4	4	0.4637
chr3_62204567_62338232	chr3	62204567	62338232	133665	75	129	4	32	0.5611
chr3_62338232_62367645	chr3	62338232	62367645	29413	38	75	5	25	1.2919
chr3_62367645_62386263	chr3	62367645	62386263	18618	0	0	0	0	0.0
chr3_62386263_62420635	chr3	62386263	62420635	34372	2	2	2	2	0.0582
chr3_62420635_62452361	chr3	62420635	62452361	31726	1	1	1	1	0.0315
chr3_62452361_62479364	chr3	62452361	62479364	27003	0	0	0	0	0.0
chr3_62479364_62496877	chr3	62479364	62496877	17513	0	0	0	0	0.0
chr3_62496877_62563317	chr3	62496877	62563317	66440	0	0	0	0	0.0
chr3_62563317_62579708	chr3	62563317	62579708	16391	7	7	1	1	0.4271
chr3_62579708_62601098	chr3	62579708	62601098	21390	15	15	1	1	0.7013
chr3_62601098_62657245	chr3	62601098	62657245	56147	13	13	1	5	0.2315
chr3_62657245_62673445	chr3	62657245	62673445	16200	18	18	1	1	1.1111
chr3_62673445_62745917	chr3	62673445	62745917	72472	11	11	3	3	0.1518
chr3_62745917_62823181	chr3	62745917	62823181	77264	225	225	3	17	2.9121
chr3_62823181_62863254	chr3	62823181	62863254	40073	84	84	1	16	2.0962
chr3_62863254_62896944	chr3	62863254	62896944	33690	79	79	1	15	2.3449
chr3_62896944_62952886	chr3	62896944	62952886	55942	7	7	4	5	0.1251
chr3_62952886_63035111	chr3	62952886	63035111	82225	127	139	7	10	1.5445
chr3_63035111_63105754	chr3	63035111	63105754	70643	58	63	8	9	0.821
chr3_63105754_63159834	chr3	63105754	63159834	54080	71	87	6	8	1.3129
chr3_63159834_63269132	chr3	63159834	63269132	109298	247	417	4	10	2.2599
chr3_63269132_63355472	chr3	63269132	63355472	86340	276	321	5	14	3.1967
chr3_63355472_63372019	chr3	63355472	63372019	16547	36	37	3	9	2.1756
chr3_63372019_63398307	chr3	63372019	63398307	26288	21	21	4	6	0.7988
chr3_63398307_63416785	chr3	63398307	63416785	18478	0	0	0	0	0.0
chr3_63416785_63431664	chr3	63416785	63431664	14879	4	4	3	3	0.2688
chr3_63431664_63452182	chr3	63431664	63452182	20518	3	3	2	2	0.1462
chr3_63452182_63513533	chr3	63452182	63513533	61351	21	22	9	10	0.3423
chr3_63513533_63519515	chr3	63513533	63519515	5982	1	1	1	1	0.1672
chr3_63519515_63545666	chr3	63519515	63545666	26151	8	8	2	2	0.3059
chr3_63545666_63600614	chr3	63545666	63600614	54948	27	27	5	7	0.4914
chr3_63600614_63630443	chr3	63600614	63630443	29829	35	35	3	3	1.1734
chr3_63630443_63683665	chr3	63630443	63683665	53222	73	109	8	16	1.3716
chr3_63683665_63789919	chr3	63683665	63789919	106254	212	265	14	33	1.9952
chr3_63789919_64011824	chr3	63789919	64011824	221905	320	1056	12	48	1.4421
chr3_64011824_64080723	chr3	64011824	64080723	68899	137	440	11	41	1.9884
chr3_64080723_64112718	chr3	64080723	64112718	31995	76	162	10	23	2.3754
chr3_64112718_64133522	chr3	64112718	64133522	20804	88	143	9	14	4.23
chr3_64133522_64150752	chr3	64133522	64150752	17230	13	13	4	4	0.7545
chr3_64150752_64199280	chr3	64150752	64199280	48528	103	123	4	19	2.1225
chr3_64199280_64267127	chr3	64199280	64267127	67847	98	118	9	18	1.4444
chr3_64267127_64293254	chr3	64267127	64293254	26127	7	7	3	3	0.2679
chr3_64293254_64365123	chr3	64293254	64365123	71869	35	36	5	5	0.487
chr3_64365123_64389658	chr3	64365123	64389658	24535	9	9	3	4	0.3668
chr3_64389658_64410132	chr3	64389658	64410132	20474	10	10	4	4	0.4884
chr3_64410132_64460976	chr3	64410132	64460976	50844	100	140	6	5	1.9668
chr3_64460976_64487722	chr3	64460976	64487722	26746	32	42	3	3	1.1964
chr3_64487722_64493461	chr3	64487722	64493461	5739	1	1	1	1	0.1742
chr3_64493461_64555021	chr3	64493461	64555021	61560	38	38	6	10	0.6173
chr3_64555021_64642878	chr3	64555021	64642878	87857	176	195	8	13	2.0033
chr3_64642878_64656022	chr3	64642878	64656022	13144	6	6	3	2	0.4565
chr3_64656022_64679093	chr3	64656022	64679093	23071	47	81	5	5	2.0372
chr3_64679093_64704707	chr3	64679093	64704707	25614	6	6	4	4	0.2342
chr3_64704707_64845560	chr3	64704707	64845560	140853	174	191	7	12	1.2353
chr3_64845560_64876049	chr3	64845560	64876049	30489	19	20	3	4	0.6232
chr3_64876049_64907429	chr3	64876049	64907429	31380	4	4	1	2	0.1275
chr3_64907429_64948721	chr3	64907429	64948721	41292	114	114	2	3	2.7608
chr3_64948721_64963283	chr3	64948721	64963283	14562	9	9	1	3	0.618
chr3_64963283_65061928	chr3	64963283	65061928	98645	215	219	4	16	2.1795
chr3_65061928_65106883	chr3	65061928	65106883	44955	11	11	3	7	0.2447
chr3_65106883_65167473	chr3	65106883	65167473	60590	39	44	3	7	0.6437
chr3_65167473_65287566	chr3	65167473	65287566	120093	42	42	5	10	0.3497
chr3_65287566_65341739	chr3	65287566	65341739	54173	3	3	1	2	0.0554
chr3_65341739_65416082	chr3	65341739	65416082	74343	10	10	3	3	0.1345
chr3_65416082_65428418	chr3	65416082	65428418	12336	1	1	1	1	0.0811
chr3_65428418_65545158	chr3	65428418	65545158	116740	155	155	5	9	1.3277
chr3_65545158_65596462	chr3	65545158	65596462	51304	90	90	2	6	1.7542
chr3_65596462_65639054	chr3	65596462	65639054	42592	28	28	3	5	0.6574
chr3_65639054_65701496	chr3	65639054	65701496	62442	3	3	2	2	0.048
chr3_65701496_65736571	chr3	65701496	65736571	35075	10	10	2	2	0.2851
chr3_65736571_65752918	chr3	65736571	65752918	16347	5	5	3	3	0.3059
chr3_65752918_65811865	chr3	65752918	65811865	58947	12	12	1	3	0.2036
chr3_65811865_65846527	chr3	65811865	65846527	34662	7	7	2	4	0.202
chr3_65846527_65861250	chr3	65846527	65861250	14723	6	6	1	1	0.4075
chr3_65861250_65897418	chr3	65861250	65897418	36168	58	60	6	6	1.6036
chr3_65897418_65916195	chr3	65897418	65916195	18777	4	4	2	3	0.213
chr3_65916195_65979039	chr3	65916195	65979039	62844	66	66	4	5	1.0502
chr3_65979039_66039668	chr3	65979039	66039668	60629	42	42	2	6	0.6927
chr3_66039668_66200768	chr3	66039668	66200768	161100	370	376	5	17	2.2967
chr3_66200768_66325709	chr3	66200768	66325709	124941	425	511	2	46	3.4016
chr3_66325709_66414835	chr3	66325709	66414835	89126	245	287	3	40	2.7489
chr3_66414835_66458931	chr3	66414835	66458931	44096	121	160	3	30	2.744
chr3_66458931_66530127	chr3	66458931	66530127	71196	30	30	2	5	0.4214
chr3_66530127_66587221	chr3	66530127	66587221	57094	0	0	0	0	0.0
chr3_66587221_66609699	chr3	66587221	66609699	22478	2	2	1	1	0.089
chr3_66609699_66649662	chr3	66609699	66649662	39963	19	19	1	4	0.4754
chr3_66649662_66692733	chr3	66649662	66692733	43071	2	2	2	2	0.0464
chr3_66692733_66714771	chr3	66692733	66714771	22038	0	0	0	0	0.0
chr3_66714771_66746608	chr3	66714771	66746608	31837	8	8	2	5	0.2513
chr3_66746608_66778227	chr3	66746608	66778227	31619	31	31	2	4	0.9804
chr3_66778227_66803184	chr3	66778227	66803184	24957	52	52	4	5	2.0836
chr3_66803184_66855351	chr3	66803184	66855351	52167	121	122	4	9	2.3195
chr3_66855351_67027537	chr3	66855351	67027537	172186	92	92	4	11	0.5343
chr3_67027537_67113457	chr3	67027537	67113457	85920	95	95	2	4	1.1057
chr3_67113457_67248977	chr3	67113457	67248977	135520	17	17	4	8	0.1254
chr3_67248977_67286528	chr3	67248977	67286528	37551	29	30	2	7	0.7723
chr3_67286528_67380195	chr3	67286528	67380195	93667	336	350	3	32	3.5872
chr3_67380195_67406549	chr3	67380195	67406549	26354	86	108	2	17	3.2633
chr3_67406549_67503769	chr3	67406549	67503769	97220	235	321	3	36	2.4172
chr3_67503769_67643046	chr3	67503769	67643046	139277	249	571	4	41	1.7878
chr3_67643046_67704833	chr3	67643046	67704833	61787	95	246	3	41	1.5375
chr3_67704833_67783325	chr3	67704833	67783325	78492	35	51	4	16	0.4459
chr3_67783325_67851107	chr3	67783325	67851107	67782	27	27	3	8	0.3983
chr3_67851107_67987339	chr3	67851107	67987339	136232	283	295	5	16	2.0773
chr3_67987339_68196327	chr3	67987339	68196327	208988	147	148	7	9	0.7034
chr3_68196327_68238802	chr3	68196327	68238802	42475	18	18	2	3	0.4238
chr3_68238802_68272215	chr3	68238802	68272215	33413	6	7	3	3	0.1796
chr3_68272215_68287328	chr3	68272215	68287328	15113	8	8	3	3	0.5293
chr3_68287328_68372625	chr3	68287328	68372625	85297	171	247	7	13	2.0048
chr3_68372625_68408730	chr3	68372625	68408730	36105	39	55	3	6	1.0802
chr3_68408730_68540513	chr3	68408730	68540513	131783	212	313	7	12	1.6087
chr3_68540513_68673863	chr3	68540513	68673863	133350	65	68	8	13	0.4874
chr3_68673863_68861652	chr3	68673863	68861652	187789	419	639	9	17	2.2312
chr3_68861652_68967419	chr3	68861652	68967419	105767	175	346	10	23	1.6546
chr3_68967419_69003995	chr3	68967419	69003995	36576	126	511	8	29	3.4449
chr3_69003995_69199670	chr3	69003995	69199670	195675	438	1233	9	43	2.2384
chr3_69199670_69232186	chr3	69199670	69232186	32516	85	99	7	16	2.6141
chr3_69232186_69298391	chr3	69232186	69298391	66205	102	119	7	14	1.5407
chr3_69298391_69381301	chr3	69298391	69381301	82910	86	86	6	9	1.0373
chr3_69381301_69462873	chr3	69381301	69462873	81572	55	60	6	7	0.6743
chr3_69462873_69492648	chr3	69462873	69492648	29775	117	150	5	7	3.9295
chr3_69492648_69554726	chr3	69492648	69554726	62078	169	200	8	10	2.7224
chr3_69554726_69592782	chr3	69554726	69592782	38056	86	121	6	5	2.2598
chr3_69592782_69685209	chr3	69592782	69685209	92427	145	185	7	7	1.5688
chr3_69685209_69741006	chr3	69685209	69741006	55797	15	15	4	6	0.2688
chr3_69741006_69838505	chr3	69741006	69838505	97499	193	198	4	10	1.9795
chr3_69838505_69961779	chr3	69838505	69961779	123274	91	107	5	13	0.7382
chr3_69961779_70084143	chr3	69961779	70084143	122364	194	322	5	12	1.5854
chr3_70084143_70180610	chr3	70084143	70180610	96467	176	177	3	5	1.8245
chr3_70180610_70249622	chr3	70180610	70249622	69012	60	61	2	3	0.8694
chr3_70249622_70273893	chr3	70249622	70273893	24271	1	1	1	1	0.0412
chr3_70273893_70357824	chr3	70273893	70357824	83931	1	1	1	1	0.0119
chr3_70357824_70398296	chr3	70357824	70398296	40472	1	1	1	1	0.0247
chr3_70398296_70550167	chr3	70398296	70550167	151871	6	6	1	3	0.0395
chr3_70550167_70701930	chr3	70550167	70701930	151763	5	5	1	1	0.0329
chr3_70701930_70841361	chr3	70701930	70841361	139431	2	2	2	2	0.0143
chr3_70841361_70966493	chr3	70841361	70966493	125132	13	13	4	4	0.1039
chr3_70966493_71077262	chr3	70966493	71077262	110769	16	16	4	3	0.1444
chr3_71077262_71111613	chr3	71077262	71111613	34351	2	2	1	1	0.0582
chr3_71111613_71150814	chr3	71111613	71150814	39201	1	1	1	1	0.0255
chr3_71150814_71168218	chr3	71150814	71168218	17404	0	0	0	0	0.0
chr3_71168218_71205042	chr3	71168218	71205042	36824	1	1	1	1	0.0272
chr3_71205042_71273779	chr3	71205042	71273779	68737	24	24	1	1	0.3492
chr3_71273779_71302960	chr3	71273779	71302960	29181	49	52	2	2	1.6792
chr3_71302960_71358939	chr3	71302960	71358939	55979	8	8	3	3	0.1429
chr3_71358939_71381766	chr3	71358939	71381766	22827	0	0	0	0	0.0
chr3_71381766_71428557	chr3	71381766	71428557	46791	0	0	0	0	0.0
chr3_71428557_71586660	chr3	71428557	71586660	158103	0	0	0	0	0.0
chr3_71586660_71636931	chr3	71586660	71636931	50271	3	3	2	2	0.0597
chr3_71636931_71654824	chr3	71636931	71654824	17893	3	3	1	2	0.1677
chr3_71654824_71694655	chr3	71654824	71694655	39831	21	21	3	6	0.5272
